Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random1876529|61627363dfd6ab1c21469bf3|P8Pd48N|mp-1618|PPd6|*N2|N2|-0.214|1|2|1|0.106
random1863897|61627375b5e80ff54a157e7d|Ta12Ru36N|mp-867816|TaRu3|*N2|N2|-0.307|1|1|0|0.125
random1741789|61627397b5e80ff54a157ee8|Ge36Os24N|mp-16610|Ge3Os2|*N2|N2|-1.365|1|2|0|0.164
random1109240|616273a0b5e80ff54a157f58|Zr8Au8N|mp-1215274|ZrAu|*N2|N2|-0.171|2|2|1|0.062
random1402215|616273a1dfd6ab1c21469c94|Sc8Bi8N|mp-570632|ScBi|*N2|N2|-1.061|2|1|1|0.062
random1960702|616273d1dfd6ab1c21469d33|Cu12Pd36N|mp-1184119|CuPd3|*N2|N2|-0.188|1|0|0|0.250
random2012943|616274bedfd6ab1c21469ef9|Ta36N19|mp-1079438|Ta2N|*N2|N2|-1.698|2|1|1|0.167
random1994143|616274fdb5e80ff54a158271|Sb12Te18N|mp-1078331|Sb2Te3|*N2|N2|0.239|2|0|1|0.032
random2113722|61627528dfd6ab1c2146a077|Ti8Sn8Rh16N|mp-865707|TiSnRh2|*N2|N2|-0.454|1|0|0|0.125
random527818|61627545dfd6ab1c2146a0d9|Cs4Sc4NCl12|mp-27359|CsScCl3|*N2|N2|-0.038|1|0|1|0.228
random1252084|6162754eb5e80ff54a15839f|Nb16Pt16N|mp-999376|NbPt|*N2|N2|0.564|1|1|0|0
random56866|6162756eb5e80ff54a158453|Bi27N2|mp-23152|Bi|*N2|N2|-0.025|1|0|-2|0
random2029182|61627579b5e80ff54a158493|Cr27Ga36N|mp-18654|Cr3Ga4|*N2|N2|-0.822|0|1|2|0.046
random1193102|61627593dfd6ab1c2146a21a|Sc16Pt8N|mp-11550|Sc2Pt|*N2|N2|-1.682|2|2|1|0.037
random2221727|616275acb5e80ff54a158521|Hf42As24N|mp-1192251|Hf7As4|*N2|N2|-2.684|2|1|2|0.043
random1692963|616275b2dfd6ab1c2146a27d|Y12Ga32Ag12N|mp-1104155|Y3Ga8Ag3|*N2|N2|-0.481|2|1|0|0.125
random1886044|616275dadfd6ab1c2146a2e3|Hf18Cr18Ge36N|mp-1200972|HfCrGe2|*N2|N2|-1.364|1|0|2|0
random1559384|616276b2b5e80ff54a1587cc|Zr16Te24N|mp-1215634|Zr2Te3|*N2|N2|-0.221|1|0|1|0.348
random822017|616276b6dfd6ab1c2146a3e8|Zn8Sn8P16N|mp-1215429|ZnSnP2|*N2|N2|-0.032|1|0|1|0.318
random2307422|616276e3b5e80ff54a1588cc|Nb6Pd18N|mp-1135|NbPd3|*N2|N2|0.322|1|0|1|0.375
random1420957|616276f3dfd6ab1c2146a42d|Y15Ge30Rh12N|mp-1198948|Y5(Ge5Rh2)2|*N2|N2|-0.294|2|1|1|0.222
random1819599|61627712dfd6ab1c2146a456|Co12Sb12S12N|mp-4962|CoSbS|*N2|N2|-0.020|0|1|0|0.159
random1912030|61627715b5e80ff54a1589ad|Cs10Bi10S20N|mp-541378|CsBiS2|*N2|N2|-0.025|2|2|1|0.090
random949644|6162771ab5e80ff54a1589f7|Ag8Sb8S16N|mp-1182950|AgSbS2|*N2|N2|-0.013|0|2|1|0.084
random1864910|61627753dfd6ab1c2146a500|Ca8Ag4Rh4N|mp-1183516|Ca2AgRh|*N2|N2|-0.413|1|0|0|0.125
random575525|61627794b5e80ff54a158c05|Co16Ge16N|mp-10692|CoGe|*N2|N2|-0.481|2|1|1|0.006
random675553|616277b6b5e80ff54a158c51|Ni10S20N|mp-2282|NiS2|*N2|N2|0.765|2|2|1|0.071
random671471|61627894dfd6ab1c2146a81e|Y8Cu16N|mp-1102436|YCu2|*N2|N2|-1.822|0|0|1|0.029
random1554571|61627899dfd6ab1c2146a87f|Cs8Ta8N17|mp-34293|CsTaN2|*N2|N2|2.406|1|0|0|0.024
random1598102|6162789bdfd6ab1c2146a8a6|Ag12Bi12S24N|mp-29678|AgBiS2|*N2|N2|-0.021|1|1|1|0.021
random676437|616278c6b5e80ff54a158da3|Sn36Pd12N|mp-1371|Sn3Pd|*N2|N2|-0.016|2|1|1|0.014
random538438|616278ccb5e80ff54a158dcb|K24P8N|mp-7897|K3P|*N2|N2|-0.100|2|0|1|0.500
random1247971|616278e6dfd6ab1c2146a959|Zr15Sn9N|mp-510522|Zr5Sn3|*N2|N2|-2.937|1|1|1|0.064
random1235126|6162798ddfd6ab1c2146a9d7|Y8Sn8Rh16N|mp-865518|YSnRh2|*N2|N2|-0.193|1|1|0|0.125
random2166399|61627997b5e80ff54a158ecf|Te18W9N|mp-1023942|Te2W|*N2|N2|-0.015|0|0|1|0.500
random1191404|616279c5b5e80ff54a158f33|Si8Sn16S32N|mp-1192397|Si(SnS2)2|*N2|N2|-0.025|1|1|-2|0.065
random914275|61627a02dfd6ab1c2146ab87|Nb16Cr16Fe16N|mp-1220546|NbCrFe|*N2|N2|-1.466|0|1|1|0.057
random638373|61627a02dfd6ab1c2146ab8d|Pd40Se10N|mp-7818|Pd4Se|*N2|N2|-0.003|2|1|2|0.029
random2131636|61627a57b5e80ff54a159186|Y12Zn24N|mp-1095495|YZn2|*N2|N2|0.157|2|1|0|0.079
random1814529|61627a5ab5e80ff54a1591ab|Na6Sr24As24N|mp-1210697|Na(SrAs)4|*N2|N2|-0.342|1|2|1|0.108
random617588|61627a81dfd6ab1c2146aced|Mn8Au32N|mp-990232|MnAu4|*N2|N2|-0.012|2|1|1|0.125
random1304643|61627af7dfd6ab1c2146ae56|Ta6Ge12N|mp-7558|TaGe2|*N2|N2|1.269|1|0|1|0.291
random738667|61627b15dfd6ab1c2146aed1|K3Ti15Se24N|mp-976257|KTi5Se8|*N2|N2|1.324|1|0|-1|0.198
random1387753|61627bb8dfd6ab1c2146af49|Nb24Sn8N|mp-1326|Nb3Sn|*N2|N2|-1.511|1|0|0|0.125
random1217336|61627bc1b5e80ff54a159544|Ca6Zn12Ge12N|mp-13911|Ca(ZnGe)2|*N2|N2|-0.016|1|0|2|0.039
random1455609|61627cb7b5e80ff54a15973d|Ti6Ge6Te36N|mp-574169|TiGeTe6|*N2|N2|-0.012|2|1|2|0.219
random2037235|61627ce3dfd6ab1c2146b0c9|Y30Al18N|mp-1178742|Y5Al3|*N2|N2|-2.274|2|1|0|0.076
random2323216|61627ce5dfd6ab1c2146b0da|Zr20Fe5Co5N|mp-1215368|Zr4FeCo|*N2|N2|-2.972|2|1|2|0.050
random541100|61627cebdfd6ab1c2146b0fc|Mn24Os8N|mp-1185935|Mn3Os|*N2|N2|-0.670|1|0|0|0
random1387308|61627d0fdfd6ab1c2146b168|Ta16Fe32N|mp-568077|TaFe2|*N2|N2|-0.476|2|2|1|0.032
random1369461|61627d4cdfd6ab1c2146b213|Sr16Ge8N|mp-2576|Sr2Ge|*N2|N2|-0.083|2|0|1|0.125
random2110307|61627d4ddfd6ab1c2146b21b|Ti50As30N|mp-1201836|Ti5As3|*N2|N2|-1.978|1|2|2|0.167
random1698318|61627d89dfd6ab1c2146b333|Cs12Te6N|mp-573763|Cs2Te|*N2|N2|-0.038|1|1|1|0
random454041|61627db7b5e80ff54a159af0|Ta16Os8Ru8N|mp-1186759|Ta2OsRu|*N2|N2|0.440|2|1|1|0.062
random1376583|61627e00dfd6ab1c2146b53e|Y5Al15N|mp-865527|YAl3|*N2|N2|-0.867|2|2|1|0
random1037142|61627e05dfd6ab1c2146b566|Sc16Al16Co16N|mp-1219393|ScAlCo|*N2|N2|-0.015|0|1|1|0.241
random1674454|61627e0bb5e80ff54a159b92|Ti15H30N|mp-24161|TiH2|*N2|N2|-0.203|2|2|1|0.025
random2462243|61627e18b5e80ff54a159bd1|Ag8P16N|mp-8200|AgP2|*N2|N2|2.485|1|1|0|0.241
random2321223|61627e1bdfd6ab1c2146b592|Al18Fe9Ni9N|mp-1228910|Al2FeNi|*N2|N2|1.619|2|0|1|0.065
random2226713|61627ebedfd6ab1c2146b5d2|Mo12As18N|mp-542454|Mo2As3|*N2|N2|-0.785|1|0|0|0.116
random2301759|61627ec3b5e80ff54a159c95|Ta9Os27N|mp-1187243|TaOs3|*N2|N2|0.171|2|1|0|0.083
random2007263|61627eeeb5e80ff54a159cdc|Zr5NCl15|mp-569391|ZrCl3|*N2|N2|-0.323|2|1|2|0.100
random1791684|61627f20dfd6ab1c2146b76c|P48Rh16N|mp-1357|P3Rh|*N2|N2|-0.049|2|1|1|0.099
random483920|61627f20b5e80ff54a159dd6|Cr24As24N|mp-1078213|CrAs|*N2|N2|-1.194|0|0|1|0.250
random2008961|61627f6bb5e80ff54a159e86|V48N7|mp-1188283|V8N|*N2|N2|-1.819|2|1|2|0.128
random473250|61627f97b5e80ff54a159f7d|Hf36N|mp-100|Hf|*N2|N2|-3.425|2|1|0|0.083
random663429|61627f9edfd6ab1c2146b8e8|Te18Mo18Se18N|mp-1030732|TeMoSe|*N2|N2|0.020|2|1|1|0.125
random1401075|61628044b5e80ff54a15a0ea|Sb12Rh36N|mp-973342|SbRh3|*N2|N2|-0.389|1|1|0|0.125
random608879|61628077b5e80ff54a15a1aa|Sc24Hg8N|mp-1186967|Sc3Hg|*N2|N2|-2.007|2|1|1|0.062
