Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random1459899|615f670dabef87e48c0b20cc|Sc8Zn96H4C|mp-11567|ScZn12|*CH4|C1 H4|-2.819|1|1|2|0.053
random1507182|615f6714f2a9cc00fac22996|Ga54H4Rh12C|mp-31312|Ga9Rh2|*CH4|C1 H4|-2.824|2|1|1|0.043
random1169470|615f6736abef87e48c0b239e|Sc32Al96H4C|mp-2121|ScAl3|*CH4|C1 H4|-2.816|2|1|1|0.062
random1690437|615f673dabef87e48c0b2417|P24H4Pd96C|mp-1220003|PPd4|*CH4|C1 H4|-2.814|1|0|1|0.231
random486350|615f6740abef87e48c0b2452|Cs32Te16H4C|mp-573763|Cs2Te|*CH4|C1 H4|-2.813|0|1|1|0.250
random674943|615f6742f2a9cc00fac22b2f|Hf32Tc32H4C|mp-11460|HfTc|*CH4|C1 H4|-3.228|2|1|1|0.125
random1071501|615f675babef87e48c0b2640|Ca16H4CCl32|mp-571642|CaCl2|*CH4|C1 H4|-3.317|0|1|1|0.032
random2417077|615f676cabef87e48c0b2735|Cd8H4Pt24C|mp-866022|CdPt3|*CH4|C1 H4|-2.814|1|0|0|0.250
random1053334|615f6770abef87e48c0b2765|Ta28Fe24H4C|mp-1103826|Ta7Fe6|*CH4|C1 H4|-2.804|1|0|1|0.383
random811441|615f6772abef87e48c0b2789|Zr20Zn20H4Rh40C|mp-977582|ZrZnRh2|*CH4|C1 H4|-2.830|2|2|1|0.025
random1891469|616264d5abef87e48c0b2aae|K18Nb18H4CS36|mp-7938|KNbS2|*CH4|C1 H4|-3.758|2|1|1|0.053
random1381771|616264ddabef87e48c0b2b11|Nb84P48H4C|mp-18254|Nb7P4|*CH4|C1 H4|-2.808|1|1|-2|0.132
random491311|6162684fabef87e48c0b2c5f|Al16Cu16H4CS32|mvc-16090|AlCuS2|*CH4|C1 H4|-2.826|1|0|1|0.441
random2107945|61626851b5e80ff54a155d4a|Cd24H4Au72C|mp-865144|CdAu3|*CH4|C1 H4|-2.823|2|0|1|0.167
random718906|61626857abef87e48c0b2ce0|Zr36Sn36H4Rh36C|mp-4667|ZrSnRh|*CH4|C1 H4|-2.818|2|1|0|0.246
random1484464|61626858b5e80ff54a155db8|Zr96Al48H4CN48|mp-4678|Zr2AlN|*CH4|C1 H4|-2.817|2|2|1|0.031
random1796073|61626861b5e80ff54a155e51|H100CS48|mp-1191644|H2S|*CH4|C1 H4|-2.820|1|1|1|0.069
random1562916|616268a3abef87e48c0b2f5a|Nb48H4CN72|mp-1188869|Nb2N3|*CH4|C1 H4|-1.718|0|1|1|0.090
random487075|616268aeb5e80ff54a15600b|V36Si72H4C|mp-10711|VSi2|*CH4|C1 H4|-2.572|2|1|1|0.142
random1872446|616268bbabef87e48c0b301a|Y32In48H4Pb48C|mp-1216252|Y2(InPb)3|*CH4|C1 H4|-2.818|2|2|1|0.094
random518947|616268beabef87e48c0b305d|Mn32Ge16H4C|mp-20473|Mn2Ge|*CH4|C1 H4|-6.892|1|0|0|0.167
random2350654|616268eab5e80ff54a1561fe|Si64H4C|mp-165|Si|*CH4|C1 H4|-3.700|1|1|0|0.250
random1399123|616268ebb5e80ff54a15620c|Zr16Mn16Cr16H4C|mp-1215296|ZrMnCr|*CH4|C1 H4|-2.801|1|1|0|0.085
random160327|616268fbabef87e48c0b321b|Ti24Al48H4C|mp-567705|TiAl2|*CH4|C1 H4|-2.816|2|1|1|0.069
random468018|61626902abef87e48c0b324d|Sc32Zn64H4C|mp-13503|ScZn2|*CH4|C1 H4|-2.818|2|0|1|0.227
random637302|61626924b5e80ff54a15642f|Hf36Tc36H4C|mp-11460|HfTc|*CH4|C1 H4|-1.785|2|1|0|0.083
random1530881|6162692eabef87e48c0b3387|Y16Al16Ge16H4C|mp-29736|YAlGe|*CH4|C1 H4|-2.837|0|1|1|0.030
random2295086|61626932abef87e48c0b33b7|Mn16P64H4C|mp-1105127|MnP4|*CH4|C1 H4|-2.783|1|0|-1|0.012
random2266105|61626935b5e80ff54a1564dc|Ag48H4Au16C|mp-1183214|Ag3Au|*CH4|C1 H4|-2.803|1|1|0|0.125
random1743689|6162693babef87e48c0b3406|Zr16Zn48H4C|mp-864889|ZrZn3|*CH4|C1 H4|-2.827|2|-1|2|0.059
random1347121|61626944b5e80ff54a15656e|Ta12Fe12H4Ru24C|mp-867216|TaFeRu2|*CH4|C1 H4|-3.449|1|1|1|0.125
random1671418|61626960b5e80ff54a1565f1|H4Pd12CSe24|mp-2418|PdSe2|*CH4|C1 H4|-2.887|1|1|1|0.031
random2293336|61626961b5e80ff54a156600|Nb24H4Rh24C|mp-11515|NbRh|*CH4|C1 H4|-2.820|2|0|1|0.127
random1500906|61626963b5e80ff54a156629|K16Te8H4C|mp-1747|K2Te|*CH4|C1 H4|-2.843|1|1|0|0.125
random802530|61626968b5e80ff54a15668c|Fe16Co32Ge16H4C|mp-1064606|FeCo2Ge|*CH4|C1 H4|-3.648|1|0|0|0.125
random1769943|61626977abef87e48c0b35c1|Sn32H4CS64|mvc-7051|SnS2|*CH4|C1 H4|-1.994|2|0|1|0.028
random1512586|6162698db5e80ff54a156753|Hf24Al24H4Ir24C|mp-1224426|HfAlIr|*CH4|C1 H4|-2.816|1|2|0|0.154
random1683908|61626994b5e80ff54a15678d|Ca16Zn32H4C|mp-13364|CaZn2|*CH4|C1 H4|-2.826|1|0|0|0.084
random1320471|61626996abef87e48c0b36bf|Cr96Ga32H4C|mp-1231|Cr3Ga|*CH4|C1 H4|-2.809|1|1|0|0.062
random2245870|616269a1abef87e48c0b3768|Tl174H4C|mp-1187790|Tl|*CH4|C1 H4|-2.756|2|1|0|0.006
random1508252|616269a2abef87e48c0b3784|Al72H4W36C|mp-12524|Al2W|*CH4|C1 H4|-4.004|2|1|0|0.082
random1282896|616269acb5e80ff54a156825|Ta30H4CS48|mp-1218017|Ta5S8|*CH4|C1 H4|-8.228|2|0|-1|0.069
random1303261|616269aeb5e80ff54a156835|V48Re24Tc24H4C|mp-981377|V2ReTc|*CH4|C1 H4|-2.820|2|1|0|0.042
random1968453|616269baabef87e48c0b3809|Sr48Al32As64H4C|mp-1189305|Sr3(AlAs2)2|*CH4|C1 H4|-2.837|0|1|2|0
random1419147|61626a8fabef87e48c0b38a8|Ti32Si64H4C|mp-2582|TiSi2|*CH4|C1 H4|-2.491|2|2|1|0.031
random1959622|61626a94abef87e48c0b3901|Zr32Ag16H4C|mp-2221|Zr2Ag|*CH4|C1 H4|-3.255|1|1|1|0.041
random392452|61626a96abef87e48c0b391d|Nb24H4Ir8CS64|mp-1220692|Nb3IrS8|*CH4|C1 H4|2.036|2|1|1|0.033
random1091564|61626a99abef87e48c0b3950|Zr36Ga24H4C|mp-30684|Zr3Ga2|*CH4|C1 H4|-2.925|1|0|0|0.150
random1475224|61626a9cb5e80ff54a156944|H4C(S7N)12|mp-1203253|S7N|*CH4|C1 H4|-2.757|2|1|1|0.118
random1825236|61626ab3abef87e48c0b398d|Cr18H4Rh18C|mp-1226170|CrRh|*CH4|C1 H4|-3.254|0|0|1|0.250
random754735|61626ac7b5e80ff54a156a12|Ge72H4Pt48C|mp-542587|Ge3Pt2|*CH4|C1 H4|-2.818|1|0|1|0
random870586|61626acdabef87e48c0b3ae7|Ta32H4Pd32C|mp-999133|TaPd|*CH4|C1 H4|-2.812|2|2|1|0.064
random1674513|61626adcabef87e48c0b3b51|Hf32Co48Si64H4C|mp-607990|Hf2Co3Si4|*CH4|C1 H4|-2.819|2|1|0|0.010
random2380006|61626adfabef87e48c0b3b7d|Ca8Sb8H4Au8C|mp-16245|CaSbAu|*CH4|C1 H4|-2.827|1|1|1|0.062
random1923449|61626af1b5e80ff54a156b74|Ti20Sn20H4Pt20C|mp-30847|TiSnPt|*CH4|C1 H4|-2.812|2|2|1|0.075
random615938|61626b06b5e80ff54a156c03|Ca12P24H4Pd24C|mp-6926|Ca(PPd)2|*CH4|C1 H4|-2.819|2|1|2|0.046
random1241943|61626b23b5e80ff54a156d1e|Hf48H4Au24C|mp-30383|Hf2Au|*CH4|C1 H4|-2.817|2|1|1|0.056
random1704817|61626b26b5e80ff54a156d35|Sn64H4Ir16C|mp-1080586|Sn4Ir|*CH4|C1 H4|-2.444|0|1|0|0.063
random613495|61626c22b5e80ff54a156df7|Hf24Fe48H4C|mp-956096|HfFe2|*CH4|C1 H4|-2.812|2|1|1|0.109
random961693|61626c31b5e80ff54a156e11|Cs8Ga56H4C|mp-30574|CsGa7|*CH4|C1 H4|-2.815|1|0|-2|0.163
random1424482|61626c32b5e80ff54a156e19|Fe32Sb32H4CS32|mp-27904|FeSbS|*CH4|C1 H4|-2.814|1|0|0|0
random1290243|61626c3cdfd6ab1c2146873f|Y18Al18H4C|mp-11229|YAl|*CH4|C1 H4|-2.828|2|1|0|0.083
random820117|61626c46dfd6ab1c214687e6|H4Pt18CSe36|mp-1115|PtSe2|*CH4|C1 H4|-1.316|1|0|0|0.167
random586939|61626c69dfd6ab1c2146882f|Sn8H4Pd24C|mp-718|SnPd3|*CH4|C1 H4|-2.805|1|0|0|0.250
random982667|61626c71dfd6ab1c214688c1|Nb24V24Re24H4C|mp-1220369|NbVRe|*CH4|C1 H4|-3.435|0|1|1|0.413
random1259360|61626ca9b5e80ff54a156f30|Ti20Ga20Fe40H4C|mp-636320|TiGaFe2|*CH4|C1 H4|-3.579|2|2|1|0.025
random557239|61626cc8dfd6ab1c21468a1a|Ca24Tl8H4CN8|mp-10554|Ca3TlN|*CH4|C1 H4|-2.828|1|0|0|0.250
random1477167|61626cd1dfd6ab1c21468ac1|H4Ir16CCl48|mp-568208|IrCl3|*CH4|C1 H4|-3.553|1|0|1|0.161
random2289930|61626cfddfd6ab1c21468b77|Ge24H4CS48|mp-1197287|GeS2|*CH4|C1 H4|-4.333|2|0|-1|0.170
random2077694|61626dfbb5e80ff54a1571da|Al96Co32H4C|mp-1228607|Al3Co|*CH4|C1 H4|-2.340|1|2|1|0.248
random874399|61626dfedfd6ab1c21468d38|Te48H4Pt32C|mp-570562|Te3Pt2|*CH4|C1 H4|-2.805|1|2|-1|0.028
random1262291|61626e25dfd6ab1c21468d69|Cu54H4Pd36C|mp-1225751|Cu3Pd2|*CH4|C1 H4|-2.829|0|0|1|0.142
random991149|61626e82dfd6ab1c21468f83|Si36H4Pt24C|mp-10744|Si3Pt2|*CH4|C1 H4|-2.043|2|1|1|0.068
random1292068|61626ea5dfd6ab1c2146903e|Ta48Si16H4C|mp-568646|Ta3Si|*CH4|C1 H4|-2.815|1|0|0|0.250
random1705956|61626ec9b5e80ff54a1573e3|Sc24Al24Cu48H4C|mp-16497|ScAlCu2|*CH4|C1 H4|-2.844|2|1|0|0.042
random776074|61626ef6dfd6ab1c214691ef|V24Co12H4CSe48|mp-1078200|V2CoSe4|*CH4|C1 H4|-2.832|1|2|-2|0.179
random1792016|61626f31dfd6ab1c2146930b|Ti32Zn16H4C|mp-1014229|Ti2Zn|*CH4|C1 H4|-2.819|1|1|1|0.125
random2374414|61626f38b5e80ff54a157504|Zr16Al16Fe16H4C|mp-1215340|ZrAlFe|*CH4|C1 H4|-2.825|1|1|0|0.247
random1765560|61627014dfd6ab1c2146936b|K12Cd12Sb12H4C|mp-1018652|KCdSb|*CH4|C1 H4|-2.818|2|1|1|0.083
random633876|61627017dfd6ab1c21469382|Sc16Sn16H4Pd32C|mp-4897|ScSnPd2|*CH4|C1 H4|-2.810|1|1|0|0.125
random1658979|6162701edfd6ab1c214693f6|Zr24H4Rh24C|mp-567181|ZrRh|*CH4|C1 H4|-2.820|0|2|1|0.245
random2021885|61627048dfd6ab1c21469483|Y16Ga48H4C|mp-865598|YGa3|*CH4|C1 H4|-2.822|2|1|1|0
random633305|61627121dfd6ab1c214695e1|Re48Tc16H4C|mp-974411|Re3Tc|*CH4|C1 H4|-2.777|1|1|0|0.125
random1976414|61627143b5e80ff54a1577da|Sr10Si60H4CN80|mp-567278|Sr(Si3N4)2|*CH4|C1 H4|-6.430|1|2|2|0.051
random830084|61627146dfd6ab1c21469692|Y18Ni54H4C|mp-569196|YNi3|*CH4|C1 H4|-2.831|2|1|-2|0.083
random1587764|61627190b5e80ff54a15790a|Ti30Ga24H4C|mp-30675|Ti5Ga4|*CH4|C1 H4|-2.815|1|1|1|0.022
random1576097|61627192dfd6ab1c21469745|Ti12Cr24Si30H4C|mp-1208248|Ti2Cr4Si5|*CH4|C1 H4|-2.824|1|2|1|0.167
random1621426|616271a8dfd6ab1c214697ca|Hf54Si36H4C|mp-2105|Hf3Si2|*CH4|C1 H4|-2.818|2|1|0|0.138
random2261300|616271b2dfd6ab1c21469810|Zr36Ni36Sn18H4C|mp-20146|Zr2Ni2Sn|*CH4|C1 H4|-2.807|2|1|0|0.076
random550095|616272bab5e80ff54a157b3d|Nb12Al4Fe32H4C|mp-1220667|Nb3AlFe8|*CH4|C1 H4|-2.803|1|1|1|0.482
random968951|61627305b5e80ff54a157c54|K48P16H4C|mp-7897|K3P|*CH4|C1 H4|-2.888|2|0|1|0.083
random1058180|61627319b5e80ff54a157ccf|Sr16P32H4Pd32C|mp-3385|Sr(PPd)2|*CH4|C1 H4|-2.805|1|1|2|0.125
random1162165|61627343dfd6ab1c21469b39|Al120H4C73N24|mp-5496|Al5C3N|*CH4|C1 H4|-1.945|2|-1|2|0.025
random2160227|6162734ddfd6ab1c21469bc3|Zr40Ga80Co40H4C|mp-1201034|ZrGa2Co|*CH4|C1 H4|-2.813|1|0|2|0.134
random1782171|61627371b5e80ff54a157e46|Sc24H4Ru12Au12C|mp-972879|Sc2RuAu|*CH4|C1 H4|-2.817|2|1|0|0.042
random2045575|616273c6b5e80ff54a157fe8|Na24Fe16H4CSe32|mp-505443|Na3(FeSe2)2|*CH4|C1 H4|-3.061|1|1|0|0
random636999|616273ccdfd6ab1c21469d05|Mo9H4W18CS54|mp-1025689|Mo(WS3)2|*CH4|C1 H4|-2.291|2|1|1|0.299
random1726425|616273d3dfd6ab1c21469d49|Sr8H4Pt40C|mp-570832|SrPt5|*CH4|C1 H4|-2.818|1|0|0|0.417
random2257404|61627468dfd6ab1c21469da2|Y16Si32H4Ru32C|mp-568673|Y(SiRu)2|*CH4|C1 H4|-2.814|1|1|1|0.033
random1711318|61627468dfd6ab1c21469dac|Ca60H4Ru24CN72|mp-1029860|Ca5(RuN3)2|*CH4|C1 H4|-3.703|0|1|2|0.064
random1328720|6162748ddfd6ab1c21469e03|H4Pt32CS32|mp-1205321|PtS|*CH4|C1 H4|-3.069|1|1|0|0.082
random2144519|61627496b5e80ff54a1580ec|Cs12Hg12H4C|mp-1080797|CsHg|*CH4|C1 H4|-2.695|1|0|2|0.141
random2064515|616274c1b5e80ff54a15814f|Ta16Co24Si8H4C|mp-1217775|Ta2Co3Si|*CH4|C1 H4|-2.795|1|1|1|0.075
random1387447|61627501b5e80ff54a1582b3|Si128H4Ru64C|mp-569815|Si2Ru|*CH4|C1 H4|-1.085|2|1|2|0.032
random1231014|61627504b5e80ff54a1582db|Co12Ni24H4CSe48|mp-1226512|Co(NiSe2)2|*CH4|C1 H4|-2.716|1|0|-1|0.493
random601858|6162752ab5e80ff54a158342|Ca16H4Au48C|mp-1183462|CaAu3|*CH4|C1 H4|-2.826|2|1|1|0.062
random1271694|61627557b5e80ff54a15840f|Y40Bi8H4Pd16C|mp-1207753|Y5BiPd2|*CH4|C1 H4|-2.831|1|0|1|0.075
random1780085|6162756db5e80ff54a15844c|Sc24Zn24H4C|mp-11566|ScZn|*CH4|C1 H4|-2.820|1|1|0|0.250
random1590794|61627596b5e80ff54a1584d0|Co16Re48H4C|mp-865960|CoRe3|*CH4|C1 H4|-2.810|1|0|2|0.250
random1255833|616275acb5e80ff54a15851a|Hf72P48H4C|mp-20672|Hf3P2|*CH4|C1 H4|-2.844|2|1|1|0.182
random1302163|616275b5dfd6ab1c2146a292|Rb16H4C|mp-604321|Rb|*CH4|C1 H4|-2.831|1|0|0|0.167
random2389850|616276dbdfd6ab1c2146a403|Ag32H4CS16|mp-36216|Ag2S|*CH4|C1 H4|-2.854|2|2|1|0.102
random1342947|616276dcb5e80ff54a158854|Cd20Si20H4CN40|mp-1246975|CdSiN2|*CH4|C1 H4|-3.161|1|2|2|0.088
random2142965|61627711b5e80ff54a15897a|V12Cr24H4CS48|mp-1025224|V(CrS2)2|*CH4|C1 H4|-3.704|1|1|1|0.198
random925537|61627775dfd6ab1c2146a559|Zr48H4Au24C|mp-2348|Zr2Au|*CH4|C1 H4|-2.813|2|1|1|0.057
random2331605|61627786b5e80ff54a158bcf|Ti48H4Os24Ru24C|mp-865842|Ti2OsRu|*CH4|C1 H4|-2.784|2|1|0|0.042
random1614810|616277d7dfd6ab1c2146a709|Sr12P36H4C|mp-11108|SrP3|*CH4|C1 H4|-2.873|2|0|1|0.333
random1823727|616277d8dfd6ab1c2146a716|Al48H4Pd24C|mp-16522|Al2Pd|*CH4|C1 H4|-3.566|2|1|0|0.042
random1258314|616277dcb5e80ff54a158cac|Y32Ti32Ge32H4C|mp-10455|YTiGe|*CH4|C1 H4|-2.120|2|0|1|0.074
random1074081|61627892dfd6ab1c2146a7fe|Si54H4C55|mp-7631|SiC|*CH4|C1 H4|-5.159|1|0|0|0.167
random1546110|61627898dfd6ab1c2146a868|Al16H4Rh48C|mp-1183306|AlRh3|*CH4|C1 H4|-2.814|1|0|0|1.000
