Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random2230797|6102ff0428bda86bd2903d22|In16H2Pd64CSe8|mp-1102524|In2Pd8Se|*CH2|C1 H2|-0.719|1|1|2|0.055
random1734113|6102ff0828bda86bd2903d50|Fe28Mo24H2C|mp-569594|Fe7Mo6|*CH2|C1 H2|-1.873|1|0|1|0.046
random1795319|61030acb5fd66b1c243e8e05|Hf20Ge20H2Rh20C|mp-1102945|HfGeRh|*CH2|C1 H2|-0.871|1|2|2|0.006
random1601450|61030acc5fd66b1c243e8e11|Zr40H2CSe60|mp-1215598|Zr2Se3|*CH2|C1 H2|-3.828|2|2|-1|0.090
random720204|61030ad65fd66b1c243e8e6e|Ti16Mo48H2C|mp-1017983|TiMo3|*CH2|C1 H2|-1.522|1|1|0|0.125
random552906|61030ad85fd66b1c243e8e83|Ga27H2Ru27C|mp-22320|GaRu|*CH2|C1 H2|0.180|1|0|0|0.250
random174555|61030adb5fd66b1c243e8e9f|P36H2Rh72C|mp-2732|PRh2|*CH2|C1 H2|-1.767|1|0|0|0.125
random2198354|61030aea28bda86bd2903fe8|Hf32Bi16H2C|mp-1072744|Hf2Bi|*CH2|C1 H2|-2.782|1|1|0|0.327
random1777025|615f5ea2f2a9cc00fac2248a|P36H2Rh48C|mp-621581|P3Rh4|*CH2|C1 H2|-1.438|1|1|2|0.338
random1023152|615f5ea6f2a9cc00fac224c3|Co48Mo16H2C|mp-1079042|Co3Mo|*CH2|C1 H2|-1.289|1|1|0|0.121
random809784|615f5ea8f2a9cc00fac224d5|Ge36H2CS72|mp-1197287|GeS2|*CH2|C1 H2|-1.365|2|0|1|0.195
random1356615|615f5eb0abef87e48c0b1bce|Te24H2Pb24C|mp-685022|TePb|*CH2|C1 H2|0.099|0|1|2|0.123
random1920269|615f66c6f2a9cc00fac22570|H2Pd60C|mp-2|Pd|*CH2|C1 H2|-1.202|2|2|1|0.050
random1998163|615f66c9abef87e48c0b1c27|Mn16V32Fe16H2C|mp-1186011|MnV2Fe|*CH2|C1 H2|-2.371|1|1|0|0.125
random168947|615f66cdabef87e48c0b1c72|Ag8Sb8Te16H2C|mp-12359|AgSbTe2|*CH2|C1 H2|-0.500|2|0|1|0.125
random1944936|615f66cef2a9cc00fac225ed|Ga96H2C|mp-142|Ga|*CH2|C1 H2|-0.509|2|0|1|0.083
random580032|615f66cff2a9cc00fac22609|Ca8Ga28Ag4H2C|mp-1227351|Ca2Ga7Ag|*CH2|C1 H2|-1.289|0|0|1|0.069
random2462326|615f66d1f2a9cc00fac22628|Hf36H2C|mp-1009460|Hf|*CH2|C1 H2|-2.563|1|0|2|0.083
random1314677|615f66d3f2a9cc00fac2264e|Ga60P36H2CS36|mp-676038|Ga5(PS)3|*CH2|C1 H2|-5.794|0|2|1|0.254
random1449683|615f66d3abef87e48c0b1cd8|Na36As12H2C|mp-655|Na3As|*CH2|C1 H2|-1.103|1|0|1|0.200
random2005906|615f66d3abef87e48c0b1cdd|P24H2Ir48C|mp-2082|PIr2|*CH2|C1 H2|-0.966|1|1|0|0.125
random2444579|615f66d6f2a9cc00fac22695|Si36H2Pt72C|mp-1299|SiPt2|*CH2|C1 H2|1.927|0|0|1|0.125
random1533198|615f66dcf2a9cc00fac226eb|V18H2CS30|mp-1216498|V3S5|*CH2|C1 H2|-1.166|1|-1|1|0.035
random2165590|615f66eaabef87e48c0b1e79|Sc24Al24H2C|mp-331|ScAl|*CH2|C1 H2|-1.410|1|1|0|0.250
random711362|615f66f4f2a9cc00fac22897|Zr12H2CS36|mp-9921|ZrS3|*CH2|C1 H2|0.212|0|1|1|0.179
random1661135|615f66f5abef87e48c0b1f41|Sr30In18H2C|mp-570362|Sr5In3|*CH2|C1 H2|-1.446|2|1|1|0.019
random1461067|615f66f6abef87e48c0b1f49|Ga16Ag16H2CSe32|mp-5518|GaAgSe2|*CH2|C1 H2|-0.500|1|0|1|0.327
random2363082|615f66faf2a9cc00fac228b9|H2Rh36CSe36|mp-900|RhSe|*CH2|C1 H2|-0.655|2|1|2|0.028
random556452|615f66fbabef87e48c0b1f9b|K24Fe24H2CN24|mp-1247327|KFeN|*CH2|C1 H2|-1.405|2|1|1|0.134
random1188727|615f66fcabef87e48c0b1faa|V36H2CSe48|mp-22700|V3Se4|*CH2|C1 H2|-0.507|1|1|1|0.410
random2253455|615f6705abef87e48c0b2047|Ti32Fe64H2C|mp-2454|TiFe2|*CH2|C1 H2|-2.552|2|2|1|0.029
random620724|615f6711f2a9cc00fac2297e|Zr24Zn24H2Rh48C|mp-977582|ZrZnRh2|*CH2|C1 H2|-0.850|2|1|0|0.042
random223914|615f6717abef87e48c0b2181|Sc12Al36H2C|mp-2121|ScAl3|*CH2|C1 H2|-1.939|1|1|1|0.167
random1564542|615f671fabef87e48c0b220c|Nb16Te32H2C|mp-1018150|NbTe2|*CH2|C1 H2|-0.282|1|1|0|0.250
random1906394|615f6721f2a9cc00fac22a11|Zr24Ni24H74C|mp-29658|ZrNiH3|*CH2|C1 H2|-2.817|0|1|0|0.163
random1880868|615f6723abef87e48c0b2256|Zr32Co16H2C|mp-628|Zr2Co|*CH2|C1 H2|-1.802|1|1|0|0.164
random596548|615f6727abef87e48c0b229d|Zr18Cu36P36H2C|mp-8219|Zr(CuP)2|*CH2|C1 H2|-1.533|2|0|1|0.097
random854383|615f6728abef87e48c0b22b2|Zn54H2CS54|mp-555280|ZnS|*CH2|C1 H2|-4.126|1|0|-2|0.625
random1526895|615f672babef87e48c0b22e0|V48H2Rh48C|mp-971751|VRh|*CH2|C1 H2|-2.269|0|1|0|0.250
random1568110|615f672eabef87e48c0b22ff|Zn27H2CS27|mp-10695|ZnS|*CH2|C1 H2|-1.907|1|1|1|0.125
random1063010|615f6734f2a9cc00fac22abd|Na8Zn8Sb8H2C|mp-4247|NaZnSb|*CH2|C1 H2|1.299|0|0|1|0.284
random2041493|615f673df2a9cc00fac22b05|H2Pb24CS24|mp-1018115|PbS|*CH2|C1 H2|-2.617|1|1|2|0.085
random769287|615f6740abef87e48c0b244c|K24P8H2C|mp-7897|K3P|*CH2|C1 H2|-1.117|1|1|1|0
random637141|615f6746f2a9cc00fac22b55|Al16Cu16H2Pd32C|mp-1228912|AlCuPd2|*CH2|C1 H2|-0.646|1|1|1|0.186
random1411835|615f674babef87e48c0b251d|Al156H2Ru48C|mp-17880|Al13Ru4|*CH2|C1 H2|-1.057|1|0|1|0.026
random1372939|615f6758abef87e48c0b2611|Sn12H2CS12|mp-1064497|SnS|*CH2|C1 H2|-0.268|2|1|0|0
random2142025|615f675dabef87e48c0b2668|Sc32Al32Cu32H2C|mp-1219356|ScAlCu|*CH2|C1 H2|-2.187|2|1|1|0.022
random477576|615f675dabef87e48c0b266d|Sc24Si24Ni16H2C|mp-11338|Sc3Si3Ni2|*CH2|C1 H2|-1.818|1|1|1|0.324
random1377119|615f675eabef87e48c0b2670|Cr9Ga18H2CS36|mp-985304|Cr(GaS2)2|*CH2|C1 H2|-1.416|1|0|2|0.042
random1216671|6162648ef2a9cc00fac22c32|H2Rh64Pb80C|mp-569678|Rh4Pb5|*CH2|C1 H2|-1.486|2|1|0|0.104
random2123076|616264baabef87e48c0b2a47|Ca36H74C|mp-1181926|CaH2|*CH2|C1 H2|-2.019|0|1|2|0.010
random485295|616264d8abef87e48c0b2ac5|Cu16P16H2CS48|mp-1105187|CuPS3|*CH2|C1 H2|1.077|1|1|1|0.231
random1412143|6162684fb5e80ff54a155d2c|Tl108Bi27H2C|mp-1216575|Tl4Bi|*CH2|C1 H2|0.116|1|0|-1|0.167
random1636205|6162685cb5e80ff54a155df5|Na48Al16H98C|mp-23705|Na3AlH6|*CH2|C1 H2|-5.871|1|1|0|0.112
random2241989|6162688cb5e80ff54a155f37|Ti36H2CS72|mp-558110|TiS2|*CH2|C1 H2|-0.372|1|1|1|0.083
random1265625|616268f6abef87e48c0b31f1|As48H2C|mp-11|As|*CH2|C1 H2|0.165|2|1|-2|0
random1373566|61626914abef87e48c0b32bc|K36H2C|mp-1184764|K|*CH2|C1 H2|-0.104|1|0|2|0.167
random1572080|6162691eb5e80ff54a1563dc|Ti48P48H2C|mp-739|TiP|*CH2|C1 H2|-1.529|1|1|1|0.092
random1971601|61626921abef87e48c0b3304|Hg8H2Pd24C|mp-1184658|HgPd3|*CH2|C1 H2|-1.120|1|0|1|0.375
random2281832|61626922b5e80ff54a15641e|Cu48H2CS24|mp-1225993|Cu2S|*CH2|C1 H2|1.444|2|1|0|0.023
random1582311|61626926b5e80ff54a15643e|Ti72In24H2C|mp-866046|Ti3In|*CH2|C1 H2|-2.448|2|1|0|0.083
random1547844|6162692aabef87e48c0b335a|P32H2CS56|mp-2650|P4S7|*CH2|C1 H2|1.958|1|0|0|0.435
random2143357|6162693eb5e80ff54a156544|Fe96H2CN32|mp-906903|Fe3N|*CH2|C1 H2|-1.034|1|0|1|0.043
random529008|6162695fabef87e48c0b34cc|Fe112H2C|mp-1194030|Fe|*CH2|C1 H2|-3.025|1|1|0|0.115
random1656124|61626964b5e80ff54a156649|Y20Ge8Sb8H2C|mp-1207728|Y5(GeSb)2|*CH2|C1 H2|-1.948|1|1|1|0.219
random1227151|61626967b5e80ff54a156676|Cs16H2CS16|mp-29266|CsS|*CH2|C1 H2|-2.447|0|1|1|0
random677206|61626972abef87e48c0b3578|Ti24Al66Ni6H2C|mp-1217228|Ti4Al11Ni|*CH2|C1 H2|-1.628|1|0|1|0.059
random1452670|61626980abef87e48c0b3626|Tc12H2CCl36|mp-1190915|TcCl3|*CH2|C1 H2|-0.304|2|0|-1|0.211
random1313108|61626984abef87e48c0b363b|Zr32As32H2C|mp-1682|ZrAs|*CH2|C1 H2|-2.106|1|1|1|0.029
random1058721|6162698ab5e80ff54a156732|Te24H2C|mp-105|Te|*CH2|C1 H2|1.160|0|1|0|0.237
random789360|61626998abef87e48c0b36db|H2Pb16CS16|mp-1078696|PbS|*CH2|C1 H2|0.244|1|0|-1|0.500
random2247789|61626999abef87e48c0b36e6|Sr60In36H2C|mp-570362|Sr5In3|*CH2|C1 H2|-1.412|2|1|0|0.045
random393020|6162699fabef87e48c0b3749|Al27HC14N9|mp-5798|Al6C3N2|*CH2|C1 H2|-0.708|1|0|1|0.500
random2435186|616269a5abef87e48c0b37a7|Al96H2W24C|mp-30336|Al4W|*CH2|C1 H2|-1.789|1|2|0|0.041
random2268068|61626a8ab5e80ff54a15689a|Al8Tl8H2CSe16|mp-9579|AlTlSe2|*CH2|C1 H2|-1.534|0|0|1|0.125
random1463569|61626a8eabef87e48c0b388c|Zn84H2CS84|mp-557054|ZnS|*CH2|C1 H2|-0.838|2|1|2|0.581
random1205323|61626aa1b5e80ff54a156993|Ni54H2Pt54C|mp-1220052|NiPt|*CH2|C1 H2|-2.323|2|0|1|0.042
random1406854|61626ab6abef87e48c0b39c8|Sc40Si24H2C|mp-7822|Sc5Si3|*CH2|C1 H2|-2.969|1|1|0|0.159
random885031|61626abeabef87e48c0b3a4d|Nb32V32Cr32H2C|mp-1220374|NbVCr|*CH2|C1 H2|-3.437|0|1|0|0.125
random1316003|61626ac0abef87e48c0b3a61|Nb30Te24H2C|mp-30797|Nb5Te4|*CH2|C1 H2|-0.791|1|1|1|0.034
random1861846|61626ac0abef87e48c0b3a69|Ag16Sn16Te32H2C|mp-1229006|AgSnTe2|*CH2|C1 H2|-0.775|2|2|1|0.062
random962491|61626ac8b5e80ff54a156a1b|Hf144As72H2C|mp-1199529|Hf2As|*CH2|C1 H2|-1.520|0|1|1|0.132
random1563722|61626acaabef87e48c0b3ad7|Ca48H98C|mp-23713|CaH2|*CH2|C1 H2|-2.344|2|1|0|0.101
random1237505|61626accabef87e48c0b3ae2|H2Rh32CSe48|mp-1105666|Rh2Se3|*CH2|C1 H2|-0.716|1|1|2|0
random1982653|61626ad6b5e80ff54a156aae|Mn8Nb4P48H2C|mp-17867|Mn2NbP12|*CH2|C1 H2|-1.377|1|1|-1|0.500
random2029846|61626af6abef87e48c0b3c2f|Tl24H2Pd36CS24|mp-1077950|Tl2Pd3S2|*CH2|C1 H2|-0.938|2|1|1|0.130
random869128|61626b16b5e80ff54a156cb5|V24H2CSe48|mp-694|VSe2|*CH2|C1 H2|0.133|2|2|1|0.125
random371185|61626b23abef87e48c0b3cd7|Y16In16Cu64H2C|mp-1071645|YInCu4|*CH2|C1 H2|-1.444|2|1|1|0.031
random2158130|61626c1db5e80ff54a156dbd|Y8H2Pt24C|mp-2403|YPt3|*CH2|C1 H2|-1.169|1|0|0|0.250
