Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random694290|6101ec6436aed9599e829c28|Zr12Te24HO|mp-1018107|ZrTe2|*OH|H1 O1|-0.418|2|0|1|0.250
random891525|6101ec65a7c2f2b7f339c81e|Sc12Ag36HO|mp-1186973|ScAg3|*OH|H1 O1|-1.649|2|1|0|0.042
random1910519|6101ec6da7c2f2b7f339c874|Ta44Al16HO|mp-1217804|Ta11Al4|*OH|H1 O1|-1.343|1|0|0|0.385
random1741344|6101ec7820c7bc66345c7198|HPb24Au48O|mp-1190478|PbAu2|*OH|H1 O1|0.289|1|2|1|0.056
random1103358|6101ec7920c7bc66345c719b|Ti36HSe48O|mp-1077978|Ti3Se4|*OH|H1 O1|-1.228|1|1|0|0.181
random1295609|6101ec7ba7c2f2b7f339c913|HIr24Ru24O|mp-974421|IrRu|*OH|H1 O1|-0.340|2|0|1|0.458
random1557890|6101ec8b36aed9599e829ca4|Zr36Sn12HO|mp-1188061|Zr3Sn|*OH|H1 O1|-1.858|2|0|1|0.167
random781584|6101ec8ea7c2f2b7f339c9dd|V72Re24HO|mp-865385|V3Re|*OH|H1 O1|-1.693|2|1|0|0.042
random451261|6101ec90a7c2f2b7f339c9e9|Ga54Tc18HO|mp-1183998|Ga3Tc|*OH|H1 O1|-0.026|1|0|1|0.125
random1096892|6101ec9520c7bc66345c7282|Ca16Al32HO|mp-2404|CaAl2|*OH|H1 O1|-1.450|1|1|0|0.062
random1772745|6101ec9736aed9599e829d16|Sr12Cd24HO|mp-677|SrCd2|*OH|H1 O1|-1.550|1|0|2|0.044
random1497864|6101eca436aed9599e829d97|Sb24As24HO|mp-1219457|SbAs|*OH|H1 O1|0.504|2|-1|2|0
random616956|6101ecaba7c2f2b7f339cae0|HPb32S64O|mp-1025039|PbS2|*OH|H1 O1|-1.688|1|0|0|0.060
random978129|6101ecac20c7bc66345c7339|Zr48In96HO|mp-20800|ZrIn2|*OH|H1 O1|-0.575|2|1|2|0.029
random853863|6101ecb420c7bc66345c7391|Ge24HPt48O|mp-20061|GePt2|*OH|H1 O1|0.209|2|1|1|0.133
random1148517|6101ecb620c7bc66345c73a4|Bi64HIr32O|mp-1101783|Bi2Ir|*OH|H1 O1|0.025|1|0|-1|0.048
random2370083|6101ecc3a7c2f2b7f339cb7d|Al12Ag48HO|mp-1228947|AlAg4|*OH|H1 O1|-0.752|1|1|0|0.250
random1135209|6101eccc20c7bc66345c7487|K12HO|mp-1184755|K|*OH|H1 O1|-1.124|2|1|1|0.167
random1749397|6101eccf36aed9599e829e89|Hf24Tc48HO|mp-1095669|HfTc2|*OH|H1 O1|-1.651|2|1|1|0.018
random2081460|6101ecdea7c2f2b7f339cc4c|HIr60O|mp-101|Ir|*OH|H1 O1|0.027|2|2|1|0.050
random2060963|6101ece120c7bc66345c7544|Ti16V16Re32HO|mp-865916|TiVRe2|*OH|H1 O1|-1.290|1|0|0|0.125
random1753453|6101ecf536aed9599e829fe6|Ta48HS32O|mp-1826|Ta3S2|*OH|H1 O1|-1.781|1|2|1|0.245
random652615|6101ecf720c7bc66345c75fd|Ta16Ti16HRu32O|mp-861908|TaTiRu2|*OH|H1 O1|-1.645|2|1|1|0.062
random1502941|6101ecfe36aed9599e82a03f|Zr8Te40HO|mp-605|ZrTe5|*OH|H1 O1|0.496|1|0|0|0.250
random400905|6101ed0636aed9599e82a084|Rb16Te8HO|mp-441|Rb2Te|*OH|H1 O1|-1.681|1|0|0|0.125
random675339|6101ed08a7c2f2b7f339cdaa|Y8Si16HPt16O|mp-1080646|Y(SiPt)2|*OH|H1 O1|-1.855|0|0|1|0.438
random1493956|6101ed0da7c2f2b7f339cdcc|Ta24Zn28HO|mp-1105040|Ta6Zn7|*OH|H1 O1|-0.887|1|0|-2|0.045
random446350|6101ed1520c7bc66345c770c|Hf36P24HO|mp-20672|Hf3P2|*OH|H1 O1|0.570|1|2|1|0.135
random109975|6101ed22a7c2f2b7f339ce85|Hf36Al12HO|mp-1184670|Hf3Al|*OH|H1 O1|-1.559|2|0|1|0
random1900516|6101ed2636aed9599e82a196|Ti72HO|mp-72|Ti|*OH|H1 O1|-1.538|1|1|1|0.083
random486087|6101ed2f36aed9599e82a1d6|P96HOs48O|mp-2319|P2Os|*OH|H1 O1|0.429|1|2|0|0.029
random667065|6101ed3420c7bc66345c7815|Ta12Sn12HRh12O|mp-1100408|TaSnRh|*OH|H1 O1|0.002|1|1|1|0.292
random504862|6101ed3aa7c2f2b7f339cf4a|Cs4Sr4HCl12O|mp-1213642|CsSrCl3|*OH|H1 O1|3.033|1|1|0|0.125
random1402293|6101ed43a7c2f2b7f339cfa0|Zr40Ag8Sb24HO|mp-1190110|Zr5AgSb3|*OH|H1 O1|-2.031|2|1|1|0.060
random1554750|6101ed4520c7bc66345c786e|Y20Al20HO|mp-11229|YAl|*OH|H1 O1|-1.702|2|2|1|0.050
random2089180|6101ed4e20c7bc66345c78b3|Zr24Ni12P12HO|mp-29153|Zr2NiP|*OH|H1 O1|-1.907|0|0|1|0.500
random1110678|6101ed4e36aed9599e82a2d8|Si24HIr12O|mp-1206741|Si2Ir|*OH|H1 O1|-1.824|1|1|1|0.042
random884274|6101ed5236aed9599e82a2f2|Ca108HN72O|mp-568172|Ca3N2|*OH|H1 O1|-0.095|1|0|-2|0.008
random1970585|6101ed5320c7bc66345c78d7|Al24P24HO|mp-1550|AlP|*OH|H1 O1|-1.958|2|1|1|0.062
random608104|6101ed5436aed9599e82a30a|Y32Cr16H97O|mp-1095185|Y2CrH6|*OH|H1 O1|-1.872|2|1|1|0.031
random1323779|6101ed5720c7bc66345c78ed|Al16Cr32HO|mp-1699|AlCr2|*OH|H1 O1|-1.030|1|1|1|0.046
random1810271|6101ed57a7c2f2b7f339d048|In16Te16HO|mp-20320|InTe|*OH|H1 O1|0.536|1|0|0|0.091
random2170929|6101ed6320c7bc66345c7947|Cr32HSe48O|mp-1226456|Cr2Se3|*OH|H1 O1|-0.592|2|-1|0|0.055
random874914|6101ed6836aed9599e82a3c0|HPd80Pb48O|mp-1188663|Pd5Pb3|*OH|H1 O1|0.973|1|2|1|0.009
random1593294|6101ed6c36aed9599e82a3e4|Al36Ni60HO|mp-16514|Al3Ni5|*OH|H1 O1|-0.823|1|1|1|0.084
random2046689|6101ed7420c7bc66345c79e9|Al32HPt64O|mp-16960|AlPt2|*OH|H1 O1|0.249|2|1|2|0.100
random1715853|6101ed7f36aed9599e82a4aa|Tl48HS8O|mp-755169|Tl6S|*OH|H1 O1|0.134|2|2|1|0.136
random644099|6101ed8536aed9599e82a4e1|Y32Sn16HAu32O|mp-1105850|Y2SnAu2|*OH|H1 O1|-0.808|1|0|0|0.250
random2398011|6101ed9136aed9599e82a55c|Tl24HPd36Se24O|mp-1077903|Tl2Pd3Se2|*OH|H1 O1|0.684|2|1|1|0.036
random2017867|6101ed9a36aed9599e82a5ba|V48Fe16HO|mp-1187697|V3Fe|*OH|H1 O1|-2.025|1|0|0|0.125
random1641495|6101f06c36aed9599e82a63c|Cd20HS20O|mp-672|CdS|*OH|H1 O1|0.140|2|-1|2|0.125
random2284687|6101f07636aed9599e82a696|Co24Te24HO|mp-788|CoTe|*OH|H1 O1|0.089|2|1|0|0.056
random2128178|6101f07936aed9599e82a6ba|Na64In32HO|mp-31430|Na2In|*OH|H1 O1|-1.504|0|1|1|0.089
random569006|6101f079a7c2f2b7f339d2fc|Ta40Ga24HO|mp-30668|Ta5Ga3|*OH|H1 O1|-1.395|1|0|1|0.099
random1532672|6101f081a7c2f2b7f339d354|Si36HC36O|mp-7140|SiC|*OH|H1 O1|-4.631|1|0|2|0.125
random514516|6101f083a7c2f2b7f339d365|Cr96P48HO|mp-29184|Cr2P|*OH|H1 O1|-0.007|0|1|1|0.016
random2202940|6101f088a7c2f2b7f339d397|Y8Ga48Co48HO|mp-1207723|Y(GaCo)6|*OH|H1 O1|-1.310|1|0|1|0.078
random616310|6102fd7f36aed9599e82ab45|P48HIr24O|mp-10155|P2Ir|*OH|H1 O1|-0.224|1|1|-1|0.067
random812836|6102fd8f28bda86bd29039d1|Ca30Bi10As10HO|mp-1013545|Ca3BiAs|*OH|H1 O1|-3.930|2|2|1|0.050
random1812385|6102fd8f28bda86bd29039d7|Mn18Al18HRh36O|mp-1221702|MnAlRh2|*OH|H1 O1|-0.169|1|0|1|0.379
random1830906|6102fd9228bda86bd29039f4|Si16HPt48O|mp-1079269|SiPt3|*OH|H1 O1|0.257|0|0|1|0.250
random1193965|6102fd9228bda86bd29039f6|Al16Cu48HO|mp-12802|AlCu3|*OH|H1 O1|-0.881|0|0|1|0.125
random1502880|6102fd9428bda86bd2903a0d|Sr12As36HO|mp-9907|SrAs3|*OH|H1 O1|-0.364|1|1|1|0.167
random1581161|6102fe428755c713dfa9c899|Ti60Si36HO|mp-2108|Ti5Si3|*OH|H1 O1|-1.070|2|1|0|0.149
random1365564|6102fe508755c713dfa9c925|Al96HIr32O|mp-1200220|Al3Ir|*OH|H1 O1|-1.836|1|1|0|0.075
random1927093|6102fe6228bda86bd2903c08|Te24HO|mp-570459|Te|*OH|H1 O1|1.352|1|1|0|0.157
random1938019|6102fef228bda86bd2903c5f|Ga24Te24HO|mp-542812|GaTe|*OH|H1 O1|1.103|1|0|0|0.053
random1716209|6102ff0928bda86bd2903d5e|Hg12HPt24Se36O|mp-1102023|HgPt2Se3|*OH|H1 O1|0.858|2|0|1|0.054
random2265520|61030ac55fd66b1c243e8dc7|Zr36Ga24HO|mp-30684|Zr3Ga2|*OH|H1 O1|-2.236|2|0|1|0.065
random579452|61030ac928bda86bd2903e93|Cs8Te8HAu8O|mp-573755|CsTeAu|*OH|H1 O1|1.315|1|0|1|0.125
random1194797|61030acc5fd66b1c243e8e0c|Nb12Zn12HRh24O|mp-864831|NbZnRh2|*OH|H1 O1|0.250|1|1|1|0.042
random584338|61030ace28bda86bd2903ecf|Mo27HSe36S18O|mp-1025819|Mo3(Se2S)2|*OH|H1 O1|-0.795|2|1|2|0.264
random1635007|61030acf5fd66b1c243e8e30|V48H97O|mp-24728|VH2|*OH|H1 O1|-0.271|1|1|0|0.125
random859944|61030acf28bda86bd2903edc|Na32Ge16HSe40O|mp-28355|Na4Ge2Se5|*OH|H1 O1|0.791|2|1|-1|0.021
random1622338|61030ae05fd66b1c243e8ecf|Sn40HRh40O|mp-317|SnRh|*OH|H1 O1|0.106|2|2|1|0.184
random2302650|615f5ea2abef87e48c0b1b14|V60HPd20O|mp-1664|V3Pd|*OH|H1 O1|-1.547|2|2|1|0.025
random755813|615f5ea4f2a9cc00fac2249c|Cd32Te8HSe24O|mp-1226768|Cd4TeSe3|*OH|H1 O1|-0.899|1|1|2|0.094
random1867818|615f66cef2a9cc00fac225ee|K24Bi24HPb24O|mp-1223510|KBiPb|*OH|H1 O1|0.468|0|1|2|0.045
random1673911|615f66d1abef87e48c0b1cbc|Sc36HRu36O|mp-30867|ScRu|*OH|H1 O1|-0.952|2|1|0|0.083
random2089136|615f66dbf2a9cc00fac226da|Y16In16Cu32HO|mp-19946|YInCu2|*OH|H1 O1|-1.492|1|0|0|0.125
random1768510|615f66ddf2a9cc00fac22704|Ca26Al28HO|mp-1193055|Ca13Al14|*OH|H1 O1|-1.724|1|0|0|0.179
random1716703|615f66e2abef87e48c0b1dec|Re72HO|mp-8|Re|*OH|H1 O1|-0.468|2|1|0|0
random692706|615f66e8abef87e48c0b1e55|As12P12HOs12O|mp-1228801|AsPOs|*OH|H1 O1|0.212|1|2|1|0.164
random1235785|615f66ebf2a9cc00fac22806|Fe18Ni6As48HO|mp-1224768|Fe3NiAs8|*OH|H1 O1|0.375|1|2|2|0.045
random2251653|615f66edf2a9cc00fac2282d|Cr12Fe36As48HO|mp-1226290|CrFe3As4|*OH|H1 O1|0.996|1|0|0|0.395
random662395|615f66f1f2a9cc00fac22872|Ag12Te36HO|mp-28246|AgTe3|*OH|H1 O1|0.893|2|1|0|0.083
random2291239|615f66f3abef87e48c0b1f11|Ca48H97O|mp-24809|CaH2|*OH|H1 O1|-8.812|1|0|1|0.125
random1515075|615f66f5abef87e48c0b1f38|Ti80HSe76O|mp-1101121|Ti20Se19|*OH|H1 O1|-0.898|2|-1|1|0.467
random2271595|615f66f6abef87e48c0b1f46|Ca32Fe16HN32O|mp-28770|Ca2FeN2|*OH|H1 O1|-1.860|2|2|-1|0.090
random1081985|615f66fdabef87e48c0b1fbc|Nb48HRh16O|mp-1545|Nb3Rh|*OH|H1 O1|-1.634|1|0|0|0.125
random507554|615f6702abef87e48c0b2011|Hf20Al20Fe40HO|mp-983358|HfAlFe2|*OH|H1 O1|-1.080|2|2|1|0.025
random531256|615f6703abef87e48c0b2021|Ta18Ni54HO|mp-570491|TaNi3|*OH|H1 O1|-0.281|0|0|1|0.125
random1740194|615f670babef87e48c0b20b9|Ca12In12HPd12O|mp-620571|CaInPd|*OH|H1 O1|-0.159|1|1|1|0.124
random1155784|615f6712abef87e48c0b2129|Na16Zn8HS16O|mp-8257|Na2ZnS2|*OH|H1 O1|-1.689|1|1|1|0.070
random1235298|615f671af2a9cc00fac229cd|Ca20Zn20HO|mp-1039147|CaZn|*OH|H1 O1|-1.200|2|2|1|0.050
random2195895|615f671cf2a9cc00fac229dc|Mn12In24Te48HO|mp-651582|Mn(InTe2)2|*OH|H1 O1|0.517|1|2|1|0
random53290|615f6723f2a9cc00fac22a28|Ta48Si24HO|mp-2783|Ta2Si|*OH|H1 O1|-1.227|2|0|1|0.071
random1946945|615f672df2a9cc00fac22a75|Na27Ti27HS54O|mp-7942|NaTiS2|*OH|H1 O1|1.431|1|0|-1|0.035
random1329010|615f6731f2a9cc00fac22aa4|P48HAu32O|mp-27258|P3Au2|*OH|H1 O1|-0.051|1|2|1|0.246
random1929305|615f6733abef87e48c0b2364|Al16Cu16HSe32O|mp-8016|AlCuSe2|*OH|H1 O1|-0.169|1|0|1|0.313
random925855|615f673aabef87e48c0b23dd|Cs18Co36HSe36O|mp-571343|Cs(CoSe)2|*OH|H1 O1|-0.987|0|0|1|0.080
random2186554|615f673aabef87e48c0b23e1|Mn72As48HO|mp-568856|Mn3As2|*OH|H1 O1|-0.383|1|1|0|0.387
random940028|615f673aabef87e48c0b23e3|Ca40HPt24O|mp-1105651|Ca5Pt3|*OH|H1 O1|-1.645|1|1|2|0.121
random1531570|615f6742abef87e48c0b2471|Mn6Zn78HO|mp-1210567|MnZn13|*OH|H1 O1|0.328|1|2|1|0.022
random1752266|615f6743f2a9cc00fac22b3b|Ca8In32HIr8O|mp-20838|CaIn4Ir|*OH|H1 O1|-1.090|0|2|1|0.205
random1094993|615f674ff2a9cc00fac22b9f|Nb36Ga6Sn6HO|mp-1220342|Nb6GaSn|*OH|H1 O1|-1.279|2|1|0|0.125
random711015|615f6750abef87e48c0b2576|V27Te54HO|mp-11687|VTe2|*OH|H1 O1|-3.310|2|0|1|0.125
random676839|615f6768abef87e48c0b2705|Al24Co8HO|mp-1228607|Al3Co|*OH|H1 O1|-1.432|1|1|-1|0.100
random1284214|615f6771abef87e48c0b2780|HPd60Pb20O|mp-20849|Pd3Pb|*OH|H1 O1|0.795|2|2|1|0.050
random695762|615f6772abef87e48c0b2783|Ca30Sn12As36HO|mp-18670|Ca5(SnAs3)2|*OH|H1 O1|1.158|1|1|2|0.350
random1933742|61626493abef87e48c0b27c5|Si108HPt72O|mp-10744|Si3Pt2|*OH|H1 O1|0.698|2|0|1|0
random1514785|616264b4abef87e48c0b29c9|K32Sb32HSe64O|mp-542642|KSbSe2|*OH|H1 O1|1.689|2|0|-1|0
random1880956|616268b4b5e80ff54a156067|Sr32Sn72HAu56O|mp-1218558|Sr4Sn9Au7|*OH|H1 O1|0.217|2|0|1|0.450
random1781058|616268bbabef87e48c0b3024|Na24Si24HS60O|mp-18104|Na2Si2S5|*OH|H1 O1|-0.889|1|1|1|0.139
random2236594|616268ebb5e80ff54a156204|Ge48HIr48O|mp-208|GeIr|*OH|H1 O1|0.567|2|1|2|0.250
random1612264|616268efabef87e48c0b31bd|Ca48In48HO|mp-21187|CaIn|*OH|H1 O1|-0.544|1|0|2|0.050
random477873|616268f5b5e80ff54a15628e|Sc36Al36HO|mp-331|ScAl|*OH|H1 O1|-1.980|2|1|0|0.083
random481737|616268fab5e80ff54a1562df|Sc16HRu32O|mp-567750|ScRu2|*OH|H1 O1|0.068|1|0|1|0.078
random1830974|61626904abef87e48c0b3265|Ca16Sn16HO|mp-2450|CaSn|*OH|H1 O1|-0.655|1|0|0|0.250
random1880484|61626913b5e80ff54a156379|Ni72HSe96O|mp-573|Ni3Se4|*OH|H1 O1|0.047|1|0|2|0.125
random423657|6162691aabef87e48c0b32db|K16Sn16Sb16HO|mp-3486|KSnSb|*OH|H1 O1|0.242|2|0|1|0.366
random1892814|61626928b5e80ff54a15645b|Ca32Si64HO|mp-8372|CaSi2|*OH|H1 O1|-1.024|2|-1|2|0.022
random556584|61626931abef87e48c0b33a9|Na16In48HS80O|mp-1195769|NaIn3S5|*OH|H1 O1|0.756|2|1|0|0.016
random1976647|61626933abef87e48c0b33b9|Na48Hg16HO|mp-29551|Na3Hg|*OH|H1 O1|-1.136|1|1|0|0.125
random2416002|6162695fabef87e48c0b34cb|Tc24HRu24O|mp-1217363|TcRu|*OH|H1 O1|-0.610|2|2|1|0.062
random2107783|61626961abef87e48c0b34de|Sr12Co24As24HO|mp-571203|Sr(CoAs)2|*OH|H1 O1|0.201|2|1|2|0.035
random1058659|61626963abef87e48c0b34ec|As32HOs32S32O|mp-1214793|AsOsS|*OH|H1 O1|-0.946|0|1|0|0.061
random2134416|61626967b5e80ff54a156685|Sr16Cd8In8HO|mp-862720|Sr2CdIn|*OH|H1 O1|-1.531|1|1|0|0.125
random2224719|61626973abef87e48c0b357f|Ga72HO|mp-10021|Ga|*OH|H1 O1|-0.035|2|1|0|0.125
random1323673|61626984b5e80ff54a1566f5|Na64Si16HSe64O|mp-30931|Na4SiSe4|*OH|H1 O1|-0.160|0|1|1|0.099
random2490939|61626989b5e80ff54a15671e|Ti12Al12HRu24O|mp-866155|TiAlRu2|*OH|H1 O1|-1.132|1|1|1|0.042
random2164097|6162698fb5e80ff54a156764|Na12Ga48HO|mp-454|NaGa4|*OH|H1 O1|-0.024|1|0|2|0.083
random1473778|61626992abef87e48c0b3681|Fe48HS96O|mp-1522|FeS2|*OH|H1 O1|2.293|0|1|1|0.042
random462249|6162699cabef87e48c0b371e|Hf36Si24HO|mp-2105|Hf3Si2|*OH|H1 O1|-1.911|2|1|1|0.112
random1613182|6162699dabef87e48c0b372e|Zr10Hg30HO|mp-1608|ZrHg3|*OH|H1 O1|-2.028|2|2|1|0.050
random2185565|616269a1abef87e48c0b3760|Sc32Zn16Cu16HO|mp-978523|Sc2ZnCu|*OH|H1 O1|-1.991|2|1|1|0.062
random2057901|616269b8abef87e48c0b3803|Ca36P36HO|mp-1345|CaP|*OH|H1 O1|-2.346|2|1|0|0.321
random209809|616269bdabef87e48c0b3815|Na12In36HO|mp-1186158|NaIn3|*OH|H1 O1|-0.052|2|1|1|0.125
random1427824|61626a89abef87e48c0b383c|V16Co32Si16HO|mp-20586|VCo2Si|*OH|H1 O1|-1.403|2|1|1|0.062
random880052|61626a92abef87e48c0b38d3|Ca16In8HO|mp-20669|Ca2In|*OH|H1 O1|-2.330|1|1|0|0
random1473768|61626ab3abef87e48c0b399a|Zr48H49O|mp-632219|ZrH|*OH|H1 O1|-2.598|1|1|2|0.125
random1577132|61626ab3abef87e48c0b399c|Ti36HSe36O|mp-571651|TiSe|*OH|H1 O1|-2.668|0|1|2|0.130
random2074954|61626ac2b5e80ff54a1569da|As16HRh16S16O|mp-1228745|AsRhS|*OH|H1 O1|-0.060|2|1|1|0.159
random1824998|61626ac3b5e80ff54a1569ee|Nb36Zn6HS48O|mp-1220442|Nb6ZnS8|*OH|H1 O1|-0.831|2|-1|2|0.215
random1330035|61626ac7abef87e48c0b3ac3|V72HC60O|mp-28731|V6C5|*OH|H1 O1|-1.692|1|0|1|0.750
random1498883|61626ac9b5e80ff54a156a27|Zr12Ti24Al12HO|mp-1215242|ZrTi2Al|*OH|H1 O1|-1.529|2|1|1|0.044
random2024534|61626aceabef87e48c0b3af1|Te36HO|mp-1178932|Te|*OH|H1 O1|0.561|2|1|-1|0.056
random2113607|61626ae9b5e80ff54a156b25|Hf32Mo64HO|mp-1191083|HfMo2|*OH|H1 O1|-1.761|1|0|2|0.255
random1579817|61626afdabef87e48c0b3c84|Ti36Hg36HO|mp-1526|TiHg|*OH|H1 O1|-1.193|1|0|2|0.083
random2003981|61626b20b5e80ff54a156cfb|Ti48In16HO|mp-866046|Ti3In|*OH|H1 O1|-1.866|1|1|0|0.127
random1216565|61626b2bb5e80ff54a156d72|Sc30HN30O|mp-2857|ScN|*OH|H1 O1|0.295|2|2|1|0.050
random713902|61626b31b5e80ff54a156da8|Sb18As18HO|mp-1219457|SbAs|*OH|H1 O1|0.426|1|0|2|0.056
random942083|61626b34b5e80ff54a156db4|Na32HPt16Se32O|mp-14588|Na2PtSe2|*OH|H1 O1|1.024|2|2|1|0.140
random477143|61626c41dfd6ab1c214687a5|Sr24HS48O|mp-1950|SrS2|*OH|H1 O1|0.636|1|0|2|0.083
random1899093|61626c43dfd6ab1c214687c5|K40Sb32HO|mp-1223714|K5Sb4|*OH|H1 O1|-1.169|1|2|1|0.052
random1907998|61626c6ddfd6ab1c21468881|Zr24Ti24HRh24O|mp-1215246|ZrTiRh|*OH|H1 O1|-2.236|0|2|1|0.260
random464226|61626c6eb5e80ff54a156ec6|Zn24Ni48Ge24HO|mp-16358|ZnNi2Ge|*OH|H1 O1|0.245|2|1|0|0.042
random1883549|61626c70dfd6ab1c214688af|Ni24HS48O|mp-850131|NiS2|*OH|H1 O1|1.651|0|1|1|0.198
random608445|61626c82dfd6ab1c214688f4|Tl24As8HSe24O|mp-7684|Tl3AsSe3|*OH|H1 O1|-0.217|2|1|1|0.236
random929949|61626c99dfd6ab1c21468928|As60HO|mp-10|As|*OH|H1 O1|0.900|2|2|1|0
random671279|61626c9adfd6ab1c21468933|Ta60HRu20O|mp-977390|Ta3Ru|*OH|H1 O1|-1.636|2|2|1|0.025
random1816304|61626c9bdfd6ab1c21468944|HPb8Cl16O|mp-862871|PbCl2|*OH|H1 O1|2.389|2|1|2|0.036
random704833|61626ca0dfd6ab1c214689b6|Sr8In24HO|mp-1080608|SrIn3|*OH|H1 O1|-0.523|2|-1|2|0
random2056938|61626cfedfd6ab1c21468b86|Te24HPt18O|mp-8628|Te4Pt3|*OH|H1 O1|1.088|2|1|-2|0.117
random2392669|61626d0db5e80ff54a156fdd|Te32HOs16O|mp-2142|Te2Os|*OH|H1 O1|0.930|2|1|1|0.094
random602819|61626d33b5e80ff54a157033|K12Cr12HS24O|mp-4026|KCrS2|*OH|H1 O1|-0.716|2|1|1|0.129
random2454245|61626dc5b5e80ff54a157072|Y8Te16HO|mp-1077365|YTe2|*OH|H1 O1|0.262|0|0|1|0.500
random724285|61626df5b5e80ff54a157169|Cr32Co96HO|mp-1087479|CrCo3|*OH|H1 O1|-0.293|2|1|1|0.061
random513859|61626df8b5e80ff54a15718f|Ti24Al48HO|mp-567705|TiAl2|*OH|H1 O1|-1.764|2|1|1|0.040
random83524|61626df8dfd6ab1c21468d05|Na100HO|mp-1186055|Na|*OH|H1 O1|-1.224|2|2|1|0.067
random1055935|61626dfcb5e80ff54a1571de|Y32HRu16Rh16O|mp-866173|Y2RuRh|*OH|H1 O1|-1.754|1|0|0|0.125
random1405848|61626e21b5e80ff54a15725b|In44HS64O|mp-1224223|In11S16|*OH|H1 O1|-0.705|2|0|1|0.331
random761223|61626e24b5e80ff54a15727b|Ti30HS48O|mp-1217166|Ti5S8|*OH|H1 O1|-0.134|1|1|0|0.094
random2249216|61626e29b5e80ff54a1572b5|Rb16Sb16HO|mp-10487|RbSb|*OH|H1 O1|-0.263|1|1|-1|0.208
random1825028|61626e6eb5e80ff54a157363|Co16Te32HPd32O|mp-12465|Co(TePd)2|*OH|H1 O1|1.162|0|1|1|0.166
random1350794|61626e73dfd6ab1c21468ed3|Ge24HPt72O|mp-16315|GePt3|*OH|H1 O1|0.476|1|0|2|0.033
random959616|61626e7adfd6ab1c21468f22|Nb24Mo24HW24O|mp-1220335|NbMoW|*OH|H1 O1|-0.326|1|1|2|0.208
random2175592|61626ea4b5e80ff54a15739c|Zr12Ti12Mn48HO|mp-1215230|ZrTiMn4|*OH|H1 O1|-0.079|2|1|2|0.090
random458381|61626ea6dfd6ab1c21469046|Co64Ge32HO|mp-1102616|Co2Ge|*OH|H1 O1|-0.357|1|1|2|0.100
