Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random286548|6101ec9036aed9599e829ccc|Hf32Si16H|mp-9938|Hf2Si|*H|H1|-0.906|1|1|2|0
random2394347|6101ec9720c7bc66345c7294|Cr18HRh54|mp-12585|CrRh3|*H|H1|-0.321|2|1|0|0.083
random259138|6101ec9820c7bc66345c7298|Y8Cd8Hg16H|mp-865525|YCdHg2|*H|H1|0.332|1|0|0|0.125
random823998|6101ec9a20c7bc66345c72ac|Y30HS42|mp-15670|Y5S7|*H|H1|-0.981|1|1|-2|0.413
random576343|6101eca0a7c2f2b7f339ca8a|Na48Zn12HSe36|mp-1094105|Na4ZnSe3|*H|H1|0.584|0|1|2|0.008
random1407977|6101eca720c7bc66345c730c|Y6Zn72H|mp-30886|YZn12|*H|H1|0.202|1|1|1|0.060
random1987219|6101ecb120c7bc66345c736c|Na36In12H|mp-864758|Na3In|*H|H1|0.140|2|1|1|0.042
random1196505|6101ecb120c7bc66345c7370|Sc16Zn32Ag16H|mp-867109|ScZn2Ag|*H|H1|0.376|1|1|0|0.125
random722096|6101ecb220c7bc66345c7379|Ni64H65|mp-24719|NiH|*H|H1|0.144|1|0|0|0.250
random2231707|6101ecb320c7bc66345c7385|Y32Al16H|mp-11230|Y2Al|*H|H1|-0.875|2|1|1|0.175
random1609317|6101ecb7a7c2f2b7f339cb3e|Ti32Ni16HPd16|mp-1217097|Ti2NiPd|*H|H1|-0.569|2|2|1|0.001
random2276920|6101ecbaa7c2f2b7f339cb50|Sc12Ag24H|mp-1018128|ScAg2|*H|H1|-0.145|2|1|2|0.083
random775529|6101ecbf20c7bc66345c740b|Y48Si48HPd32|mp-14244|Y3Si3Pd2|*H|H1|-0.241|2|1|0|0.125
random791795|6101ecc036aed9599e829df9|Sn12HSe24|mp-665|SnSe2|*H|H1|-0.643|2|1|2|0.034
random717852|6101ecc120c7bc66345c741f|Sn32HSe32|mp-1179336|SnSe|*H|H1|1.194|1|1|0|0
random1075289|6101ecc620c7bc66345c7451|Zr40HRh40|mp-1215257|ZrRh|*H|H1|-0.260|2|2|1|0.050
random1152954|6101eccc20c7bc66345c7489|Rb12H|mp-639755|Rb|*H|H1|0.189|2|0|1|0.083
random1015205|6101ecd820c7bc66345c74ec|Ag72HPd24|mp-1183206|Ag3Pd|*H|H1|0.730|2|1|0|0.082
random1399919|6101ecdba7c2f2b7f339cc34|P36HAu24|mp-27258|P3Au2|*H|H1|-0.380|2|0|1|0.114
random676043|6101ece2a7c2f2b7f339cc71|Nb16Ga48H|mp-1973|NbGa3|*H|H1|-0.303|1|1|0|0.125
random1886113|6101ece720c7bc66345c7576|Ti20Zn20HAu40|mp-865730|TiZnAu2|*H|H1|0.146|2|2|1|0.025
random212411|6101ece920c7bc66345c7586|Tl8Hg24H|mp-11474|TlHg3|*H|H1|0.680|1|0|0|0.250
random2333767|6101ecef20c7bc66345c75b5|Hf48Bi16H|mp-976419|Hf3Bi|*H|H1|-0.792|1|1|2|0.125
random2048635|6101ecef36aed9599e829fb0|Rb8P8HSe48|mp-17945|RbPSe6|*H|H1|-0.206|1|1|0|0.111
random463985|6101ecf0a7c2f2b7f339ccf8|As24HPd48|mp-8073|AsPd2|*H|H1|0.334|2|2|1|0.462
random1419770|6101ecfca7c2f2b7f339cd63|Ti32Co64H|mp-695|TiCo2|*H|H1|-0.637|2|1|1|0.031
random1379100|6101ecfe36aed9599e82a03b|Ti72Zn24H|mp-1187474|Ti3Zn|*H|H1|-0.788|2|1|1|0.125
random271491|6101ed0020c7bc66345c764d|Ta30Ga18H|mp-30668|Ta5Ga3|*H|H1|-0.982|1|1|1|0.006
random1652557|6101ed09a7c2f2b7f339cdb0|Al32HRh96|mp-1183306|AlRh3|*H|H1|-0.111|2|-1|2|0.063
random993300|6101ed0e20c7bc66345c76cb|Zr36Co6Sn12H|mp-1206072|Zr6CoSn2|*H|H1|-0.716|1|1|0|0.151
random1554115|6101ed0f36aed9599e82a0cf|K16Bi32H|mp-23279|KBi2|*H|H1|0.458|1|1|0|0.063
random918954|6101ed10a7c2f2b7f339cde2|Al156HRu48|mp-17880|Al13Ru4|*H|H1|-0.061|1|0|-1|0.106
random532589|6101ed12a7c2f2b7f339cdf0|Hf36Zn36H|mp-1014219|HfZn|*H|H1|-0.815|2|1|0|0.083
random1528896|6101ed1520c7bc66345c7711|Na12Hg36H|mp-1186142|NaHg3|*H|H1|1.071|1|1|1|0.125
random2349221|6101ed1b20c7bc66345c774c|Sr48HPb24|mp-30828|Sr2Pb|*H|H1|0.385|0|1|2|0.077
random827133|6101ed1c36aed9599e82a13d|Zr32Al32Co32H|mp-1215357|ZrAlCo|*H|H1|0.145|0|1|1|0.064
random1328912|6101ed1c36aed9599e82a13e|Mo96P32H|mp-1189099|Mo3P|*H|H1|-0.590|1|0|2|0.435
random801105|6101ed21a7c2f2b7f339ce77|V48Ge16H|mp-1078697|V3Ge|*H|H1|-0.666|2|1|1|0.031
random199866|6101ed2b36aed9599e82a1b9|Al36Cu24H|mp-10886|Al3Cu2|*H|H1|0.059|2|1|1|0.081
random2044818|6101ed38a7c2f2b7f339cf3b|Ag27As27HSe54|mp-4483|AgAsSe2|*H|H1|0.405|1|0|2|0.079
random1992265|6101ed3f20c7bc66345c784f|Te72HW36|mp-1028586|Te2W|*H|H1|-0.026|1|0|1|0.312
random2368414|6101ed49a7c2f2b7f339cfd0|Tl18HPd26|mp-1297|Tl9Pd13|*H|H1|0.740|1|0|0|0.080
random1349146|6101ed4c20c7bc66345c78aa|Y24In40H|mp-1199503|Y3In5|*H|H1|-0.156|1|1|0|0.135
random2440629|6101ed5336aed9599e82a302|Zn12Hg12HSe24|mp-1215466|ZnHgSe2|*H|H1|-2.715|0|0|1|0.148
random2257482|6101ed5920c7bc66345c78fc|Te64HRh48|mp-1025159|Te4Rh3|*H|H1|-0.563|1|0|2|0.032
random1041295|6101ed5ba7c2f2b7f339d067|Ca12Sn12Hg12H|mp-1227033|CaSnHg|*H|H1|-0.031|1|1|1|0.083
random2247683|6101ed5e36aed9599e82a35d|Co54HSe72|mp-11800|Co3Se4|*H|H1|-0.474|2|0|-1|0.078
random2497094|6101ed7036aed9599e82a40d|Nb48Ge16H|mp-1373|Nb3Ge|*H|H1|-0.904|1|1|0|0.312
random2179777|6101ed7136aed9599e82a414|Al36Fe18Ni18H|mp-1228910|Al2FeNi|*H|H1|-0.507|1|0|1|0.380
random2184175|6101ed7d36aed9599e82a48f|Rb16Ca8H33|mp-24517|Rb2CaH4|*H|H1|-0.896|1|1|0|0.125
random1601591|6101ed7e36aed9599e82a49c|Tl48HS8|mp-755169|Tl6S|*H|H1|0.585|2|2|1|0.029
random2151821|6101ed81a7c2f2b7f339d16c|Ta16Al48H|mp-869|TaAl3|*H|H1|0.383|1|1|0|0.125
random1140415|6101ed8b36aed9599e82a518|Ge12HS24|mp-7582|GeS2|*H|H1|-0.068|1|1|1|0.016
random1684721|6101ed8ea7c2f2b7f339d1d5|Sc40Ge24H|mp-17190|Sc5Ge3|*H|H1|-1.029|2|1|1|0.052
random1653815|6101ed9d36aed9599e82a5de|In36H|mp-973111|In|*H|H1|0.699|2|1|2|0
random580651|6101f06836aed9599e82a611|H65S32|mp-696805|H2S|*H|H1|0.953|2|1|1|0.437
random1661097|6101f06da7c2f2b7f339d2a2|Y12Sn36H|mp-1094248|YSn3|*H|H1|0.555|1|0|2|0.083
random685001|6101f077a7c2f2b7f339d2f2|Sc24HAu48|mp-1018148|ScAu2|*H|H1|-0.235|2|1|1|0.056
random326589|6101f078a7c2f2b7f339d2f5|Ca16Ge32HPt32|mp-1091390|Ca(GePt)2|*H|H1|-0.188|2|0|1|0.098
random838899|6101f08b36aed9599e82a750|Ti16Al16Co32H|mp-1217016|TiAlCo2|*H|H1|-0.380|1|1|2|0.062
random1060409|6101f09728bda86bd2903141|Ti32HPt96|mp-972220|TiPt3|*H|H1|-0.298|2|1|1|0.062
random536764|6101f098a7c2f2b7f339d439|Ge72HRu48|mp-21945|Ge3Ru2|*H|H1|0.322|1|2|0|0.021
random1451384|6102fd8036aed9599e82ab59|Mn10Al120Fe10H|mp-1221672|MnAl12Fe|*H|H1|-0.077|1|2|2|0.050
random1881084|6102fd8328bda86bd2903953|Cu48Ge16H|mp-19724|Cu3Ge|*H|H1|-0.088|0|1|0|0
random1375058|6102fd8d28bda86bd29039bc|Al32Sb32H|mp-1018100|AlSb|*H|H1|-0.071|2|2|1|0.047
random2374070|6102fda328bda86bd2903abf|Ta48HS8|mp-558552|Ta6S|*H|H1|-1.352|0|1|-2|0.064
random1238745|6102fe448755c713dfa9c8b2|Cs6Zn48H|mp-1228983|CsZn8|*H|H1|0.346|1|0|1|0.103
random1430249|6102fe488755c713dfa9c8d1|K80H|mp-1184905|K|*H|H1|0.049|2|1|1|0.045
random1809666|6102fe4f8755c713dfa9c920|Mn36Fe18HN36|mp-1247361|Mn2FeN2|*H|H1|-0.147|1|0|1|0.178
random1871550|6102fe528755c713dfa9c936|K64As64HPd32|mp-8147|K2As2Pd|*H|H1|-0.063|0|1|2|0.079
random1048483|6102fe6028bda86bd2903bf9|K16Sr8In56H|mp-867362|K2SrIn7|*H|H1|0.121|1|0|1|0.101
random1241644|6102fe778755c713dfa9c98a|Cu48HS32|mp-1225731|Cu3S2|*H|H1|0.277|2|2|1|0.034
random2461798|6102fe798755c713dfa9c9ae|Te16HPb16|mp-685022|TePb|*H|H1|0.672|2|1|0|0.086
random1176896|6102feed28bda86bd2903c23|Y8Ga32Co4H|mp-1103036|Y2Ga8Co|*H|H1|0.068|1|0|1|0.254
random1808529|6102feef04535dfc0fcde917|Tl32HPd96|mp-1079938|TlPd3|*H|H1|0.238|2|0|1|0.032
random1714469|6102feff28bda86bd2903cf2|Zr32HRh16|mp-571664|Zr2Rh|*H|H1|-0.482|2|1|1|0.020
random342272|6102ff0028bda86bd2903cfe|Sr8In16HPt8|mp-20533|SrIn2Pt|*H|H1|0.179|1|1|1|0.382
random1095683|6102ff0128bda86bd2903d04|Al16Re32H|mp-10909|AlRe2|*H|H1|-0.475|1|1|1|0.125
random2151888|6102ff0b28bda86bd2903d79|H(WN)36|mp-1216195|WN|*H|H1|-0.150|1|0|1|0.862
random1349866|6102ff0c28bda86bd2903d8a|Sc40Te60H|mp-32654|Sc2Te3|*H|H1|-0.217|2|2|-1|0.075
random2200184|6102ff1536b15dc7efb6c6b8|Te32HRu16|mp-1848|Te2Ru|*H|H1|0.107|2|1|1|0.093
random362660|61030aca28bda86bd2903ea5|Ti24Co36Sn24H|mp-1217124|Ti2Co3Sn2|*H|H1|-0.666|2|1|1|0.146
random1353743|61030acc5fd66b1c243e8e0f|Hg16H|mp-1184554|Hg|*H|H1|1.528|1|0|1|0.250
random1934871|61030ad428bda86bd2903f0e|Cs12H13|mp-1057286|CsH|*H|H1|0.460|2|1|0|0.083
random1495217|61030ad45fd66b1c243e8e5c|Sr16In64H|mp-567207|SrIn4|*H|H1|0.456|2|1|1|0.029
random2341600|61030adc28bda86bd2903f68|H(PbS)16|mp-1091375|PbS|*H|H1|1.425|2|1|1|0.201
random2491561|61030ae128bda86bd2903f95|Hf12Te12HSe12|mp-1224271|HfTeSe|*H|H1|1.026|2|1|1|0.170
random2135936|61030ae928bda86bd2903fd9|Cd12Te12H|mp-685146|CdTe|*H|H1|0.084|0|2|1|0.083
random1972224|61030aea28bda86bd2903fed|Hf32Co64H|mp-2337|HfCo2|*H|H1|-0.018|1|1|0|0.062
random684320|615f5e9eabef87e48c0b1ade|Re36HN72|mp-1102441|ReN2|*H|H1|-0.836|0|1|2|0.085
random1838028|615f5ea1f2a9cc00fac2247e|Tl12HCl36|mp-1206058|TlCl3|*H|H1|-0.476|1|1|-1|0.077
random2269460|615f5eaaf2a9cc00fac224f3|K12Hg36H|mp-1185099|KHg3|*H|H1|0.604|2|1|0|0
random1111042|615f5eaef2a9cc00fac2251d|Si5Sn5HPd25|mp-1077994|SiSnPd5|*H|H1|0.025|2|1|2|0.091
random2479946|615f5eaff2a9cc00fac22535|Fe24Si24Mo24H|mp-1224897|FeSiMo|*H|H1|-0.488|1|1|2|0.004
random2044744|615f5eb0abef87e48c0b1bc5|P24HS36|mp-1189177|P2S3|*H|H1|1.370|1|0|2|0.137
random1966598|615f66c6f2a9cc00fac22563|Hf24Si12Ni36H|mp-1224364|Hf2SiNi3|*H|H1|-0.098|2|1|1|0.014
random617582|615f66c6f2a9cc00fac2256b|Cd16HAu48|mp-865144|CdAu3|*H|H1|0.253|2|1|1|0.063
random1228850|615f66cdabef87e48c0b1c70|Sr8Tl8Hg16H|mp-981311|SrTlHg2|*H|H1|0.463|1|0|0|0.125
random450460|615f66d0abef87e48c0b1c9d|Ti60Te96H|mp-1208221|Ti5Te8|*H|H1|0.497|1|0|2|0.042
random579595|615f66d0abef87e48c0b1c9c|Y18Zn153H|mp-17639|Y2Zn17|*H|H1|-0.061|2|1|0|0.050
random1597956|615f66d4abef87e48c0b1cec|Ca40H(IrN4)10|mp-1245808|Ca4IrN4|*H|H1|-1.263|2|-1|-2|0
random822846|615f66d4abef87e48c0b1cf3|Ti18HS36|mp-2156|TiS2|*H|H1|0.714|1|0|2|0.037
random2363134|615f66d5f2a9cc00fac22680|Si40Ni40H|mp-1095177|SiNi|*H|H1|0.353|2|2|1|0.181
random774295|615f66d6abef87e48c0b1d13|Cr16HCl32|mp-22857|CrCl2|*H|H1|1.761|1|1|2|0.057
random2147944|615f66d9abef87e48c0b1d49|V27HRu27|mp-1395|VRu|*H|H1|-1.758|1|0|0|0.250
random484752|615f66dfabef87e48c0b1dbe|Sr12Sn12HAu32|mp-1194481|Sr3Sn3Au8|*H|H1|0.148|1|0|2|0.226
random1559996|615f66e4abef87e48c0b1e14|Ta24Co24P24H|mp-1095553|TaCoP|*H|H1|-0.979|2|1|1|0
random368286|615f66e6f2a9cc00fac227a4|Te24H|mp-567313|Te|*H|H1|1.117|1|0|0|0.135
random1130903|615f66e7abef87e48c0b1e4a|Ni96H|mp-1056486|Ni|*H|H1|-0.351|1|1|0|0.125
random487606|615f66e8f2a9cc00fac227cb|Zr20HRh60|mp-229|ZrRh3|*H|H1|-0.665|2|2|1|0.050
random2022241|615f66eaabef87e48c0b1e7c|Nb72HN108|mp-1188869|Nb2N3|*H|H1|0.177|0|1|2|0.125
random1391525|615f66ebf2a9cc00fac22808|Ge48HRu32|mp-706531|Ge3Ru2|*H|H1|-0.539|1|0|0|0.217
random1320177|615f66f0f2a9cc00fac22854|Mn72Co24H|mp-1185970|Mn3Co|*H|H1|-1.154|1|0|0|0.248
random1760664|615f66f4abef87e48c0b1f2c|Sr16H|mp-867202|Sr|*H|H1|-0.533|1|0|1|0.542
random1166689|615f66f5abef87e48c0b1f3d|Cr12Hg6HS24|mp-1238890|Cr2HgS4|*H|H1|-0.040|1|1|0|0
random2188125|615f66f6abef87e48c0b1f50|Sr16Cd32H|mp-677|SrCd2|*H|H1|-0.024|2|1|2|0
random2224927|615f66fdabef87e48c0b1fb2|Sr18Al12Ge12H|mp-10671|Sr3(AlGe)2|*H|H1|0.226|1|2|1|0.125
random59555|615f66fdabef87e48c0b1fb5|Ni12HSe24|mp-20901|NiSe2|*H|H1|0.666|1|1|1|0.085
random2053597|615f66fef2a9cc00fac228d3|Hg24Ge12HSe48|mp-3167|Hg2GeSe4|*H|H1|-0.415|1|0|2|0.080
random1784859|615f6701abef87e48c0b2003|Ta90H|mp-42|Ta|*H|H1|-0.985|1|1|1|0.067
random579181|615f6702abef87e48c0b2013|H73(CS)24|mp-559204|H3CS|*H|H1|-1.629|1|2|2|0.142
random1621478|615f6704abef87e48c0b203e|V12Ga30H|mp-1104275|V2Ga5|*H|H1|0.045|1|0|0|0.030
random2334090|615f670ff2a9cc00fac22971|Sc24Ga8H|mp-1186968|Sc3Ga|*H|H1|-0.086|2|-1|2|0.064
random1142920|615f6710f2a9cc00fac22978|Al72HW18|mp-30336|Al4W|*H|H1|-0.088|2|2|1|0.222
random1424559|615f6711f2a9cc00fac2297b|Y16Ge16HIr16|mp-1102373|YGeIr|*H|H1|-0.469|1|1|0|0.087
random1988725|615f6714f2a9cc00fac2299e|Zn20Ag20HPd40|mp-1187926|ZnAgPd2|*H|H1|0.160|2|2|1|0.025
random2038396|615f671dabef87e48c0b21e7|Te48Mo16HW8|mp-1025629|Te6Mo2W|*H|H1|-0.161|2|-1|2|0.269
random1310095|615f671ff2a9cc00fac229f8|Cs8Cu40HS24|mp-561033|CsCu5S3|*H|H1|1.226|2|2|1|0.250
random1009736|615f6721f2a9cc00fac22a15|Tl24HSe36|mp-1080677|Tl2Se3|*H|H1|1.015|1|1|2|0.070
random919491|615f6723abef87e48c0b224b|Re48Si84H|mp-568595|Re4Si7|*H|H1|0.218|2|2|1|0.155
random262147|615f6725abef87e48c0b2274|V18Ga18H|mp-1216325|VGa|*H|H1|-1.587|0|0|1|0.250
random548750|615f6725f2a9cc00fac22a36|Ti32Zn8HS64|mvc-12731|Ti4ZnS8|*H|H1|3.254|2|0|-1|0.060
random945428|615f6732abef87e48c0b2348|Co32Mo48HN16|mp-542316|Co2Mo3N|*H|H1|-0.848|1|1|0|0.057
random2137799|615f6733abef87e48c0b235c|K12Bi8H|mp-1206573|K3Bi2|*H|H1|-0.065|0|1|0|0.188
random95903|615f6750f2a9cc00fac22bb1|Te8HPb8|mp-685022|TePb|*H|H1|0.652|0|1|0|0.250
random548736|615f6753abef87e48c0b25a1|Rb24HS12|mp-1071288|Rb2S|*H|H1|1.256|2|1|2|0.028
random1799397|615f6757abef87e48c0b25ed|Ca18Cd6H|mp-1183501|Ca3Cd|*H|H1|-0.186|2|1|0|0.083
random858562|615f6760abef87e48c0b2699|Sb8Te12H|mp-1078331|Sb2Te3|*H|H1|0.472|1|1|0|0.097
random2107786|615f6761abef87e48c0b26a5|Mo96P32H|mp-1189099|Mo3P|*H|H1|-0.924|1|0|2|0.095
random446577|615f6768abef87e48c0b26ff|Si54Ni27H|mp-2291|Si2Ni|*H|H1|0.030|1|1|1|0.042
random1428053|615f676eabef87e48c0b2747|Ca30HAu18|mp-30368|Ca5Au3|*H|H1|-0.066|2|1|1|0.145
random1871179|616268a4abef87e48c0b2f5d|Ta96HS16|mp-558552|Ta6S|*H|H1|-0.895|1|0|1|0.258
random808609|616268e2b5e80ff54a1561af|Na60Si12P36H|mp-5929|Na5SiP3|*H|H1|-0.175|2|1|0|0.108
random1793893|616268eeb5e80ff54a156232|Ti40Zn20Re20H|mp-866183|Ti2ZnRe|*H|H1|-0.687|2|2|1|0.025
random2060159|616268f1b5e80ff54a156262|Al40Cu40H|mp-2500|AlCu|*H|H1|0.031|2|1|1|0.032
random1366141|616268f6b5e80ff54a1562a7|Ta72HS36|mp-555935|Ta2S|*H|H1|-0.553|1|2|1|0.089
random2151726|61626903b5e80ff54a156328|Sc72P48H|mp-22600|Sc3P2|*H|H1|-1.033|1|1|2|0.347
random2399401|61626907abef87e48c0b327a|Te54As36H|mp-9897|Te3As2|*H|H1|3.163|2|1|-1|0.146
random1178858|6162690fb5e80ff54a156364|Hf24Sn8H|mp-1184558|Hf3Sn|*H|H1|0.224|1|0|0|0.250
random2123934|61626928abef87e48c0b3348|Ca16Zn32Si32H|mp-12137|Ca(ZnSi)2|*H|H1|0.607|1|1|1|0.091
random329608|61626933b5e80ff54a1564ba|Tl40H|mp-39|Tl|*H|H1|0.828|2|2|1|0.050
random2367179|61626936b5e80ff54a1564eb|Ca16HPt32|mp-842|CaPt2|*H|H1|-0.609|1|0|0|0.062
random524367|61626939abef87e48c0b33ef|Ge12HS24|mp-553973|GeS2|*H|H1|-0.285|1|0|0|0.021
random862036|61626939b5e80ff54a15650c|Sr16Sn32Hg32H|mp-1078257|Sr(SnHg)2|*H|H1|-0.171|1|0|-2|0.071
random135971|6162693fb5e80ff54a15654b|Hf12Al32Co14H|mp-1193847|Hf6Al16Co7|*H|H1|-1.023|1|0|0|0.059
random426890|6162694ab5e80ff54a156586|Ca24In24H|mp-20263|CaIn|*H|H1|0.488|1|1|0|0.250
random1700363|61626952abef87e48c0b3482|Cs12Hg12H|mp-1080797|CsHg|*H|H1|0.193|1|-2|0|0
random1709258|61626965b5e80ff54a156662|Co36Ni36P36H|mp-1206541|CoNiP|*H|H1|-0.586|1|1|1|0.184
random900626|6162696ab5e80ff54a1566b0|V60Co10Ni10H|mp-1216439|V6CoNi|*H|H1|-0.462|2|2|1|0.025
random2442153|6162696fb5e80ff54a1566e5|Ta24Te48H|mp-601823|TaTe2|*H|H1|0.487|1|2|0|0.038
random2104215|61626992b5e80ff54a156778|Ge72H(Rh2Se3)24|mp-976401|Ge3Rh2Se3|*H|H1|0.669|1|1|1|0.032
random1284443|616269a0abef87e48c0b3753|Ga54Tc18H|mp-1183998|Ga3Tc|*H|H1|0.828|0|0|1|0.125
random1406844|616269a2b5e80ff54a1567cb|H49Pd48|mp-1184548|HPd|*H|H1|0.077|1|1|0|0.250
random2227463|616269a4abef87e48c0b3797|Ti24Al12Ge36H|mp-1217076|Ti2AlGe3|*H|H1|-1.045|1|1|0|0.174
random1777432|616269a7abef87e48c0b37c4|Fe48Mo48P48H|mp-1102843|FeMoP|*H|H1|-0.138|0|1|0|0.084
random2036710|616269aaabef87e48c0b37d9|Cs16HS8|mp-1077814|Cs2S|*H|H1|-0.157|1|0|1|0.125
random2178367|616269afb5e80ff54a15683b|Rb12Te12HAu12|mp-9008|RbTeAu|*H|H1|-0.625|0|1|2|0.085
random2096178|616269afb5e80ff54a15683e|Sr8In34HAu30|mp-1218804|Sr4In17Au15|*H|H1|0.071|1|1|0|0.788
random895475|616269b1b5e80ff54a15684f|Rb32HPb32|mp-21525|RbPb|*H|H1|0.334|1|0|0|0.088
random100621|616269b2b5e80ff54a15685f|Na40H|mp-1186055|Na|*H|H1|0.066|1|1|0|0.282
random22530|61626a8eabef87e48c0b388f|Y12P12H|mp-994|YP|*H|H1|-1.180|1|1|1|0.083
random1214428|61626a91abef87e48c0b38c8|Hf72P48H|mp-20672|Hf3P2|*H|H1|-0.683|0|1|1|0.091
random1792384|61626a92b5e80ff54a1568e4|Ca36In12HN36|mp-1247360|Ca3InN3|*H|H1|-1.604|2|1|0|0.061
random2086201|61626a94b5e80ff54a1568f9|H(Pt5Se4)6|mp-29767|Pt5Se4|*H|H1|0.706|2|1|-2|0.098
random2221057|61626abeabef87e48c0b3a51|Na18HCl18|mp-1120767|NaCl|*H|H1|-0.519|1|0|1|0.292
random671886|61626ac6abef87e48c0b3ab2|Te32P32HIr32|mp-1191625|TePIr|*H|H1|-0.548|2|2|1|0.032
random1705494|61626ad7b5e80ff54a156abd|Zr24Ni48P48H|mp-10259|Zr(NiP)2|*H|H1|0.236|2|0|1|0.029
random1372834|61626adbabef87e48c0b3b47|Sr12Si72HN96|mp-567278|Sr(Si3N4)2|*H|H1|0.546|0|1|2|0.035
random1356683|61626af0b5e80ff54a156b66|K24H|mp-1180961|K|*H|H1|0.053|2|1|2|0.083
random2322997|61626af1b5e80ff54a156b77|Hf36HN27|mp-1224391|Hf4N3|*H|H1|-0.832|1|0|1|0.853
random904227|61626af4b5e80ff54a156b8f|Re36H|mp-8|Re|*H|H1|-0.265|1|0|0|0
